exposure	group	outcome	sequence_id	protein	gene	nsnp	method	b	se	pval	lower_ci	upper_ci
12540_25_RHOG_RHOG	Sex-combined	WHR	12540_25	RHOG	RHOG	3	IVW-MRE	0.0411692603201435	0.0099188983451273	3.31622253085956e-05	0.021728219563694	0.060610301076593
12580_7_PSMB5_PSB5	Sex-combined	WHR	12580_7	PSB5	PSMB5	3	IVW-MRE	0.0449981741355751	0.00523195808702176	7.92746119449475e-18	0.0347435362850124	0.0552528119861378
12593_33_PDRG1_PDRG1	Sex-combined	WHR	12593_33	PDRG1	PDRG1	4	IVW-MRE	0.0330602532500813	0.00516289047121588	1.51915749588821e-10	0.0229409879264982	0.0431795185736644
12620_3_SEPT11_Septin_11	Sex-combined	WHR	12620_3	Septin_11	SEPT11	4	IVW-MRE	0.0457371576851996	0.00912527427808004	5.38278491557855e-07	0.0278516201001627	0.0636226952702365
12688_115_RPS6KA6_KS6A6	Sex-combined	WHR	12688_115	KS6A6	RPS6KA6	4	IVW-MRE	0.0152688449064061	0.00179308113864495	1.65982874222106e-17	0.011754405874662	0.0187832839381502
12701_1_EIF1B_EIF1B	Sex-combined	WHR	12701_1	EIF1B	EIF1B	3	IVW-MRE	0.0497900378040735	0.00378964933980352	1.98301700646609e-39	0.0423623250980586	0.0572177505100884
12724_81_CIRBP_CIRBP	Sex-combined	WHR	12724_81	CIRBP	CIRBP	3	IVW-MRE	0.0252450143348304	0.00437410693447787	7.85842961983033e-09	0.0166717647432538	0.033818263926407
12768_3_PPP1R3B_PPR3B	Sex-combined	WHR	12768_3	PPR3B	PPP1R3B	3	IVW-MRE	0.0228089106431144	0.00509172678069588	7.47822672566227e-06	0.0128291261529505	0.0327886951332783
13067_5_PRKG1_KGP1B	Sex-combined	WHR	13067_5	KGP1B	PRKG1	4	IVW-MRE	0.0231727762350644	0.00292912710932838	2.55013422385009e-15	0.0174316871007808	0.028913865369348
13094_75_RSPO3_RSPO3	Sex-combined	WHR	13094_75	RSPO3	RSPO3	4	IVW-MRE	0.139620030100832	0.0217996270952237	1.50667217590788e-10	0.0968927609941935	0.18234729920747
13566_2_SSU72_SSU72	Sex-combined	WHR	13566_2	SSU72	SSU72	7	IVW-MRE	-0.041105443327983	0.00629423127352325	6.54833475532527e-11	-0.0534421366240886	-0.0287687500318774
13926_1_RMI1_RMI1	Sex-combined	WHR	13926_1	RMI1	RMI1	3	IVW-MRE	0.0412510608292582	0.00266053347683259	3.21877238948198e-54	0.0360364152146663	0.0464657064438501
14088_38_IGFBP6_IGFBP_6	Sex-combined	WHR	14088_38	IGFBP_6	IGFBP6	3	IVW-MRE	-0.0967783255450983	0.0109451019879177	9.38869853761804e-19	-0.118230725441417	-0.0753259256487796
14326_4_UBE2E1_UB2E1	Sex-combined	WHR	14326_4	UB2E1	UBE2E1	3	IVW-MRE	0.0192417463260016	0.00270797635507877	1.19817090886322e-12	0.0139341126700472	0.024549379981956
14341_8_FAM69C_FA69C	Sex-combined	WHR	14341_8	FA69C	FAM69C	11	IVW-MRE	0.0458674410383896	0.0101010979324533	5.60312917791715e-06	0.0260692890907811	0.0656655929859981
15365_41_BAI3_BAI3	Sex-combined	WHR	15365_41	BAI3	BAI3	3	IVW-MRE	0.0570318358317036	0.00883064421349064	1.05815491938983e-10	0.0397237731732619	0.0743398984901452
15641_20_TMEFF1_TEFF1	Sex-combined	WHR	15641_20	TEFF1	TMEFF1	4	IVW-MRE	-0.103874736635112	0.0136464391620794	2.70186453849328e-14	-0.130621757392788	-0.0771277158774364
16312_45_CDH6_Cadherin_6	Sex-combined	WHR	16312_45	Cadherin_6	CDH6	3	IVW-MRE	0.0445519872798735	0.00881327423838697	4.30164116650977e-07	0.027277969772635	0.061826004787112
16770_3_REG1B_REG1B	Sex-combined	WHR	16770_3	REG1B	REG1B	15	IVW-MRE	-0.0143991583481092	0.00320093128533307	6.84578302716014e-06	-0.020672983667362	-0.00812533302885638
17199_43_HIF1AN_HIF1N	Sex-combined	WHR	17199_43	HIF1N	HIF1AN	3	IVW-MRE	-0.0772107958274686	0.012210856116581	2.5632221427805e-10	-0.101144073815967	-0.0532775178389698
17224_12_OGN_MIME	Sex-combined	WHR	17224_12	MIME	OGN	6	IVW-MRE	-0.0219720955773851	0.00522794941889153	2.63617959859449e-05	-0.0322188764384125	-0.0117253147163577
17341_89_ACAT2_THIC	Sex-combined	WHR	17341_89	THIC	ACAT2	3	IVW-MRE	0.0102198732598978	0.000654689744943228	6.19896358764663e-55	0.00893668135980907	0.0115030651599865
17721_82_GAS7_GAS7	Sex-combined	WHR	17721_82	GAS7	GAS7	5	IVW-MRE	-0.0393593144003085	0.00716522092927823	3.94926735127698e-08	-0.0534031474216938	-0.0253154813789232
18308_30_STXBP6_STXB6	Sex-combined	WHR	18308_30	STXB6	STXBP6	6	IVW-MRE	0.0369618123648148	0.00635476513259523	6.01309496539557e-09	0.0245064727049282	0.0494171520247014
18832_65_SAA2_SAA2	Sex-combined	WHR	18832_65	SAA2	SAA2	13	IVW-MRE	0.0192247718330423	0.00421455305679651	5.07844211707628e-06	0.0109642478417211	0.0274852958243635
19183_164_RPL12_RL12	Sex-combined	WHR	19183_164	RL12	RPL12	3	IVW-MRE	0.027926584602139	0.00626621328912748	8.32339329364079e-06	0.0156448065554491	0.0402083626488289
19224_5_EIF1AY_IF1AY	Sex-combined	WHR	19224_5	IF1AY	EIF1AY	3	IVW-MRE	0.0338040637422273	0.00589348527615158	9.70326432870842e-09	0.0222528326009702	0.0453552948834844
19239_5_ARF1_ARF1	Sex-combined	WHR	19239_5	ARF1	ARF1	3	IVW-MRE	0.0411672905530771	0.00999459243855588	3.80592133058241e-05	0.0215778893735076	0.0607566917326466
2730_58_MICA_MICA	Sex-combined	WHR	2730_58	MICA	MICA	11	IVW-MRE	-0.029745018418038	0.00453064082252726	5.19280370683401e-11	-0.0386250744301914	-0.0208649624058846
2855_49_MAPK3_ERK_1	Sex-combined	WHR	2855_49	ERK_1	MAPK3	4	IVW-MRE	-0.0623633838213183	0.0121198435218271	2.66723721870373e-07	-0.0861182771240994	-0.0386084905185372
2879_9_SERPINA3_a1_Antichymotrypsin	Sex-combined	WHR	2879_9	a1_Antichymotrypsin	SERPINA3	3	IVW-MRE	-0.00418825576929656	0.000718786660137285	5.64862935428211e-09	-0.00559707762316564	-0.00277943391542748
3045_72_PTN_PTN	Sex-combined	WHR	3045_72	PTN	PTN	4	IVW-MRE	-0.0390848721775304	0.00808005416444003	1.31678113952811e-06	-0.0549217783398329	-0.0232479660152279
3719_2_CDKN1B_p27Kip1	Sex-combined	WHR	3719_2	p27Kip1	CDKN1B	3	IVW-MRE	0.0351132152964294	0.00439655877456189	1.38798513170784e-15	0.0264959600982881	0.0437304704945707
4127_75_C6_C6	Sex-combined	WHR	4127_75	C6	C6	7	IVW-MRE	-0.0309168019328456	0.00557620241255345	2.94932025633561e-08	-0.0418461586614504	-0.0199874452042408
4159_130_CFH_Factor_H	Sex-combined	WHR	4159_130	Factor_H	CFH	3	IVW-MRE	0.0217710043317134	0.00407109579488002	8.90783077651024e-08	0.0137916565737486	0.0297503520896782
4468_21_SPHK2_SPHK2	Sex-combined	WHR	4468_21	SPHK2	SPHK2	3	IVW-MRE	0.0563127749141984	0.00219785461366918	8.74336634915248e-145	0.0520049798714068	0.06062056995699
4543_65_COL23A1_CONA1	Sex-combined	WHR	4543_65	CONA1	COL23A1	3	IVW-MRE	-0.0781386547609581	0.0120261485953969	8.17219230426391e-11	-0.101709906007936	-0.0545674035139802
5196_7_NMT1_NMT1	Sex-combined	WHR	5196_7	NMT1	NMT1	3	IVW-MRE	0.0418868368036322	0.00874378990050311	1.66393604760329e-06	0.0247490085986461	0.0590246650086183
5350_14_GPC6_GPC6	Sex-combined	WHR	5350_14	GPC6	GPC6	7	IVW-MRE	-0.0236374086477749	0.00427891266065137	3.3106104667718e-08	-0.0320240774626516	-0.0152507398328982
5664_57_DEFB106A_D106A	Sex-combined	WHR	5664_57	D106A	DEFB106A	3	IVW-MRE	0.0409554628744554	0.0068669121208348	2.4587371566964e-09	0.0274963151176192	0.0544146106312916
5744_12_MENT_CA056	Sex-combined	WHR	5744_12	CA056	MENT	14	IVW-MRE	-0.0444083740352671	0.00901500068304048	8.39071104532046e-07	-0.0620777753740264	-0.0267389726965078
5762_35_SPAG11B_Sperm_associated_antigen_11	Sex-combined	WHR	5762_35	Sperm_associated_antigen_11	SPAG11B	4	IVW-MRE	-0.0587253468600906	0.0128496572328522	4.87287320711146e-06	-0.0839106750364809	-0.0335400186837003
6385_63_VWA1_VWA1	Sex-combined	WHR	6385_63	VWA1	VWA1	6	IVW-MRE	0.0175711029028008	0.00201445162959456	2.72067730195562e-18	0.0136227777087955	0.0215194280968061
6430_36_FAM19A2_F19A2	Sex-combined	WHR	6430_36	F19A2	FAM19A2	3	IVW-MRE	0.0585023709764893	0.00849950456452537	5.85914195040276e-12	0.0418433420300196	0.075161399922959
6455_52_HAPLN4_HPLN4	Sex-combined	WHR	6455_52	HPLN4	HAPLN4	3	IVW-MRE	-0.120850135347327	0.0252621916347327	1.71982596176206e-06	-0.170364030951403	-0.0713362397432509
7124_18_IL21_IL_21	Sex-combined	WHR	7124_18	IL_21	IL21	5	IVW-MRE	-0.0553101482085659	0.0108818348483702	3.71918799220717e-07	-0.0766385445113715	-0.0339817519057603
7127_3_APOA2_Apo_A_II	Sex-combined	WHR	7127_3	Apo_A_II	APOA2	8	IVW-MRE	-0.0386978614183438	0.0085403851523814	5.86603682167719e-06	-0.0554370163170113	-0.0219587065196763
7184_13_CEACAM7_CEAM7	Sex-combined	WHR	7184_13	CEAM7	CEACAM7	8	IVW-MRE	0.031871038494981	0.00455366494023619	2.57821082708815e-12	0.0229458552121181	0.0407962217778439
8268_98_HS3ST3A1_HS3SA	Sex-combined	WHR	8268_98	HS3SA	HS3ST3A1	3	IVW-MRE	0.022407912026842	0.00319922512853041	2.48456863840005e-12	0.0161374307749224	0.0286783932787616
8427_118_RSPO3_RSPO3	Sex-combined	WHR	8427_118	RSPO3	RSPO3	4	IVW-MRE	0.126925051581804	0.0181465159809535	2.66285530550415e-12	0.0913578802591351	0.162492222904473
8687_26_TMEM106B_T106B	Sex-combined	WHR	8687_26	T106B	TMEM106B	3	IVW-MRE	-0.073352670078432	0.00639895316337616	2.01844766576442e-30	-0.0858946182786493	-0.0608107218782147
8859_51_CA11_CAH11	Sex-combined	WHR	8859_51	CAH11	CA11	3	IVW-MRE	-0.0422099237647429	0.00727666905818241	6.60305613962383e-09	-0.0564721951187804	-0.0279476524107054
8887_21_NUDC_NUDC	Sex-combined	WHR	8887_21	NUDC	NUDC	3	IVW-MRE	0.0328328770926473	0.00720124645057683	5.13164639764508e-06	0.0187184340495167	0.0469473201357779
9060_27_IGSF9B_TUTLB	Sex-combined	WHR	9060_27	TUTLB	IGSF9B	3	IVW-MRE	-0.068601178831738	0.013872032484578	7.60318507199711e-07	-0.0957903625015109	-0.0414119951619651
9111_40_JPH4_JPH4	Sex-combined	WHR	9111_40	JPH4	JPH4	4	IVW-MRE	-0.105339099590946	0.00962137842258817	6.76006389601489e-28	-0.124197001299219	-0.0864811978826732
9229_9_CTRL_CTRL	Sex-combined	WHR	9229_9	CTRL	CTRL	4	IVW-MRE	0.0389019106618539	0.00351883531297718	2.06559338674996e-28	0.0320049934484186	0.0457988278752892
9579_59_PRRG4_TMG4	Sex-combined	WHR	9579_59	TMG4	PRRG4	3	IVW-MRE	-0.0471351192095232	0.00609184317781088	1.01458411457644e-14	-0.0590751318380325	-0.0351951065810139
9962_1_CDHR5_MUCDL	Sex-combined	WHR	9962_1	MUCDL	CDHR5	5	IVW-MRE	0.0471917624386089	0.0102061087711131	3.76638445088228e-06	0.0271877892472272	0.0671957356299906
