protein	cancer	group	nsnp_colocalization	h0	h1	h2	h3	h4
13059_33_RFK_RIFK	rectal	Female	6672	7.32538637391165e-37	0.903418676698898	3.20818657386692e-39	0.00395563728972363	0.0926256860113735
13062_4_GMFG_GMFG	rectal	Female	5709	0.416782962167158	0.567605801370422	0.00134824895422438	0.00183602067284596	0.012426966835349
13068_139_CCS_CCS	rectal	Female	3142	5.36055381440421e-37	0.987671140167849	1.01861215943134e-39	0.00187666766939758	0.0104521921627588
13082_9_UNC45A_UN45A	rectal	Female	6060	0.993723873611563	0.00327834068338415	0.00284777442571724	9.39353240139294e-06	0.00014061774693393
13088_397_BTC_BTC	rectal	Female	5228	2.29802597273414e-44	0.982708309492955	5.92061016992661e-47	0.00253169184843051	0.0147599986586141
13090_17_S100A6_S100A6	rectal	Female	4265	6.99372124333323e-21	0.935784452279096	1.21333032237347e-23	0.00162285263567877	0.0625926950852251
13093_6_SECTM1_SECTM1	rectal	Female	5894	6.25550971360044e-106	0.981839099264539	4.97163112481479e-108	0.00780316433995807	0.0103577363954931
13102_1_FAM3D_FAM3D	rectal	Female	5077	1.46060471836245e-187	0.977991333072189	5.54532987903887e-190	0.00371285760144059	0.0182958093263753
13107_9_LYPD3_LYPD3	rectal	Female	5542	3.10607964184789e-36	0.983079651906263	8.68146069119249e-39	0.00274755580028919	0.0141727922934512
13112_179_FSTL1_FSTL1	rectal	Female	5400	1.02695697493631e-61	0.980717709888306	2.97551651359621e-64	0.00284137794578553	0.0164409121659149
13113_7_SPP1_Osteopontin	rectal	Female	5522	4.83890358443146e-28	0.944065093616486	1.00749226731179e-30	0.00196506731373859	0.0539698390697744
13116_25_CD177_CD177	rectal	Female	5175	0	0.949736890641699	0	0.00234364980987555	0.0479194595485886
13118_5_SMOC1_SMOC1	rectal	Female	5901	3.67539494360306e-84	0.973413934829809	1.19822597163733e-86	0.00317322035947516	0.0234128448107122
13122_19_FLRT2_FLRT2	rectal	Female	5895	6.01818814378766e-191	0.941383470709578	1.74256902634367e-193	0.00272522107048935	0.0558913082199185
13124_20_ISLR2_ISLR2	rectal	Female	4340	1.25271573018759e-102	0.980429167845578	2.85764938990094e-105	0.0022363458795869	0.0173344862748306
13126_52_DSC2_DSC2	rectal	Female	5817	2.85913743225587e-71	0.977050155096345	9.63692372968499e-74	0.00329301967190274	0.0196568252317654
13130_150_HK2_HXK2	rectal	Female	4949	3.94200854309938e-11	0.935744117396296	8.75505592602087e-14	0.00207763147104704	0.0621782510931497
13132_14_SEMA5A_SEM5A	rectal	Female	6590	0	0.979125860324414	0	0.00269178123394668	0.0181823584416655
13133_73_LTBP4_LTBP4	rectal	Female	5403	1.97921866433447e-06	0.94622626408606	1.03599233927163e-08	0.00495239133651645	0.0488193549988362
13381_49_B4GALT1_B4GT1	rectal	Female	5832	8.05897677623272e-90	0.965062066705808	3.07037183512426e-92	0.00367645612527363	0.0312614771689155
13388_57_PCSK1_NEC1	rectal	Female	5283	0	0.977653006511735	0	0.001864854327911	0.0204821391609071
13397_88_DEFB4A_HBD_2	rectal	Female	4412	3.14250154600731e-20	0.947041683944793	7.55937082172118e-23	0.00227762708350146	0.0506806889717086
13405_61_SPINK2_ISK2	rectal	Female	6474	3.03440734278544e-211	0.952029701588197	9.04303526076611e-214	0.00283675448046005	0.0451335439313155
13423_94_FAM213A_CJ058	rectal	Female	6724	1.22586189358099e-24	0.986001669401616	3.72329518406851e-27	0.00299466065189929	0.0110036699464859
13434_172_PARVA_PARVA	rectal	Female	6744	4.08472155132534e-16	0.979140987297074	1.16331259333116e-18	0.00278837422167341	0.0180706384812538
13438_115_CHRD_CHRD	rectal	Female	5475	1.62510210594732e-18	0.922291288755113	3.93560034318865e-21	0.00223280945781552	0.075475901787075
13450_49_USP8_UBP8	rectal	Female	5575	1.70181591779238e-12	0.980791122873975	3.90037109230083e-15	0.00224769356963319	0.0169611835546864
13460_4_CHAD_CHAD	rectal	Female	4840	0.0301606376392248	0.94937321596714	7.06500359850199e-05	0.00222368545186291	0.0181718109057873
13463_1_PXDN_PXDN	rectal	Female	7493	6.19862812133173e-50	0.977002589023786	2.62996980314087e-52	0.00414506306514331	0.0188523479110674
13465_5_RCAN1_CCP1	rectal	Female	5233	5.52513180937842e-05	0.959338216091924	1.23660393172557e-07	0.00214675225157175	0.0384596566780173
13472_35_HDHD2_HDHD2	rectal	Female	5337	4.10771083047934e-165	0.967666899797911	1.19192536340361e-167	0.0028075623782145	0.0295255378238697
13473_55_ITPKA_IP3KA	rectal	Female	4583	7.36650209187227e-10	0.986552340551872	1.01266808444324e-12	0.00135608594670161	0.012091572763764
13481_24_TCEA2_TCEA2	rectal	Female	4197	5.01932360053441e-56	0.983803779917195	1.2829488898051e-58	0.00251448480835083	0.0136817352744612
13488_3_ARFIP1_ARFP1	rectal	Female	5622	1.40511346382825e-144	0.972332205610839	6.65730377640792e-147	0.00460659369860789	0.0230612006905807
13519_112_ARHGEF25_ARHGP	rectal	Female	4240	6.15985187831473e-40	0.977879463849781	1.86025573848482e-42	0.00295297330318706	0.0191675628470305
13534_20_MYOM2_MYOM2	rectal	Female	9726	1.44362931513637e-09	0.94872168160145	6.65685493586739e-12	0.0043742707509203	0.0469040461973429
13536_56_POLI_POLI	rectal	Female	6218	8.24065898791986e-10	0.931619079299276	1.76237661062137e-12	0.00199172977197039	0.0663891901029249
13544_9_HMHA1_HMHA1	rectal	Female	6571	5.36930154274844e-43	0.976061925192061	6.08295523569108e-45	0.0110578103928635	0.0128802644150697
13552_7_SWAP70_SWP70	rectal	Female	5750	0	0.986324913374885	0	0.00279272808519744	0.0108823585398992
13578_98_ABLIM3_ABLM3	rectal	Female	5259	5.09499505353668e-37	0.96943539629637	1.27032537205478e-39	0.00241679325414363	0.0281478104494862
13580_2_UAP1_Sperm_associated_antigen_2	rectal	Female	6246	0.028804093865611	0.882430472524987	7.14312457389523e-05	0.00218747344744311	0.0865065289162202
13590_1_REXO2_ORN	rectal	Female	5117	2.43228769861279e-29	0.982210975036804	5.41780921867443e-32	0.00218767385475351	0.0156013511084444
13603_7_RFESD_RFESD	rectal	Female	4518	7.03279755587656e-07	0.964354238973244	1.50669890492497e-09	0.00206568624699797	0.0335793699933034
13618_15_MAD1L1_MD1L1	rectal	Female	7567	0.938212683441389	0.0527900991605929	0.00335079204256906	0.000188483315361531	0.00545794204008753
13621_31_AP2A2_AP2A2	rectal	Female	6289	1.48604855393065e-05	0.966506780799992	1.04390081751984e-07	0.00678912916143391	0.0266891251629523
13622_16_PPP2R5A_2A5A	rectal	Female	6173	5.46791701373357e-05	0.980856375445539	1.36394284456673e-07	0.00244652768661916	0.01664228130342
13632_10_ZYX_Zyxin	rectal	Female	3400	1.86482460372029e-11	0.963177614051425	2.67847748175224e-14	0.00138307305898546	0.0354393128709153
13642_90_IFIT3_CIG49	rectal	Female	6075	5.01169114427782e-16	0.981439082639137	2.26236279979936e-18	0.00443024198485656	0.0141306753760067
13657_2_PNKP_PNKP	rectal	Female	5425	2.66214460804828e-27	0.985546845359706	9.5294480924303e-30	0.00352776728488412	0.0109253873554119
13666_222_CA10_Carbonic_Anhydrase_X	rectal	Female	5740	2.53556722091115e-95	0.953290449390667	5.97522325140617e-98	0.00224604412357102	0.0444635064857689
13669_6_FGFR3_FGFR_3	rectal	Female	5878	2.0284437576677e-68	0.983564948597724	5.36491904479855e-71	0.00260123835993262	0.0138338130423403
13671_40_ELANE_Elastase	rectal	Female	5814	3.72298948988157e-281	0.91160550857257	4.0330707743514e-283	0.00987453017356761	0.0785199612538299
13682_47_CSF1R_M_CSF_R	rectal	Female	5217	9.44447356395256e-31	0.971578902439912	5.2474376615522e-33	0.00539795283223538	0.0230231447278464
13686_2_IL5RA_IL_5_Ra	rectal	Female	8246	0	0.979847902120895	0	0.00338618059802727	0.0167659172809755
13692_154_WISP1_WISP_1	rectal	Female	7067	0	0.985053807799645	0	0.00330253145134253	0.0116436607488555
13697_51_GPD1_GPDA	rectal	Female	3994	0.0027311715126715	0.0743010935495977	0.0325039098628768	0.884263718667538	0.00620010640731616
13704_5_HMGCS2_HMCS2	rectal	Female	2894	0.000294760885482816	0.970552073765827	9.93778017605233e-07	0.00327193015939398	0.0258802414112783
13720_95_PRTN3_Proteinase_3	rectal	Female	5798	0	0.974325361806069	0	0.0105300365326465	0.0151446016612928
13733_5_IL12B_IL_12_p40	rectal	Female	5171	0	0.984916141627197	0	0.00210499333297778	0.0129788650397822
13740_51_FRZB_sFRP_3	rectal	Female	5926	2.71743378176928e-270	0.980342620587894	9.54399649531589e-273	0.00344293427904556	0.0162144451330601
13929_27_CROT_OCTC	rectal	Female	4312	0	0.919466978325398	0	0.00172295457620662	0.0788100670983697
13930_3_APOBEC3G_ABC3G	rectal	Female	4567	5.92183984179042e-35	0.980933536018313	1.67738966287385e-37	0.00277837861510471	0.016288085366575
13931_22_PSMD9_PSMD9	rectal	Female	4890	1.9580685326341e-40	0.985147841830289	3.32790883461805e-43	0.00167421319448307	0.0131779449752271
13934_3_MCF2L_MCF2L	rectal	Female	6045	1.06404296771338e-139	0.983200265311125	2.77448480810155e-142	0.00256354564902642	0.0142361890398428
13939_14_UGP2_UGPA1	rectal	Female	4468	0.99585238281888	0.00181564961934917	0.0022451129028625	4.09248827310494e-06	8.27621706351824e-05
13940_19_IFI16_IP16	rectal	Female	6037	8.19553183661829e-12	0.968710252310522	2.94988144340415e-14	0.00348647603558971	0.0278032716456638
13943_38_DPY30_DPY30	rectal	Female	5342	5.72069613111925e-09	0.974876092344532	1.44198492132737e-11	0.00245709075113799	0.0226668111692142
13944_3_SULT1A3_SULT_1A3	rectal	Female	1914	2.79140529558331e-51	0.980209549883391	7.04815208601175e-54	0.00247480458850721	0.017315645528097
13947_371_NUDT12_NUD12	rectal	Female	4686	0	0.97537236665809	0	0.00172520140860326	0.0229024319333975
13954_9_GNPNAT1_GNA1	rectal	Female	5818	2.12307631481823e-08	0.958577967825978	1.22113991067024e-10	0.00551313944090307	0.0359088713802406
13969_24_KPNA6_IMA7	rectal	Female	3699	3.88963688832756e-06	0.96694775682461	5.34916127998635e-09	0.00132946233788797	0.0317188858514521
13972_4_HSD17B14_DHB14	rectal	Female	5992	2.20565943966748e-11	0.942081027876947	8.8505281061804e-14	0.00377969524103432	0.0541392768598716
13973_62_TTL_TTL	rectal	Female	4576	1.50632514353631e-05	0.93132708544524	1.36285868735861e-07	0.00842564758040368	0.060232067437053
13982_33_RGS18_RGS18	rectal	Female	4847	0.000775607479717479	0.954969954264257	1.75335074428943e-06	0.00215839949643975	0.0420942854088409
13983_27_CRYZ_QOR	rectal	Female	4480	0	0.983916191685714	0	0.00317892454937602	0.0129048837653729
13986_6_LANCL1_LANC1	rectal	Female	4715	1.10428191840981e-36	0.864751623232519	3.01773070879359e-39	0.00236182449722162	0.132886552270259
13988_67_NMRAL1_NMRL1	rectal	Female	6526	0	0.907359110018025	0	0.00417190115981349	0.0884689888221257
13998_26_ADSSL1_PURA1	rectal	Female	5297	3.62966542890572e-193	0.980017550756046	7.26409522951869e-196	0.00196114127914331	0.018021307964806
14006_36_GNMT_GNMT	rectal	Female	4760	4.71590571150526e-153	0.986154438143321	1.09720109073231e-155	0.00229426819902271	0.0115512936576755
14009_65_TNFAIP3_TNFAIP3	rectal	Female	5982	8.8560101348997e-47	0.930535190702984	6.77404998097513e-49	0.0071171324820213	0.0623476768150006
14048_7_IL1RAP_IL_1_R_AcP	rectal	Female	7437	0	0.982006746676505	0	0.00322237367370156	0.0147708796494603
14066_49_MAGI2_MAGI2	rectal	Female	5915	0	0.969609363842978	0	0.00347140717300865	0.0269192289839525
14067_6_PKP2_PKP2	rectal	Female	7349	1.47587918461433e-28	0.749239637437278	3.94194628975621e-31	0.00199866697599679	0.248761695586718
14076_74_CST4_Cystatin_S	rectal	Female	6545	3.3258837870053e-205	0.976896477275011	9.99862365726538e-208	0.00293664785874979	0.0201668748662399
14079_14_IL18R1_IL_18_Ra	rectal	Female	4944	0	0.982387833829635	0	0.00190328618772685	0.0157088799825095
14088_38_IGFBP6_IGFBP_6	rectal	Female	5929	1.4773049084018e-08	0.974747655852259	4.32387930856339e-11	0.00285273560383137	0.0223995937276238
14090_23_DEF6_DEFI6	rectal	Female	4540	5.21489938453147e-71	0.964594609953438	1.51295067295245e-73	0.00279816332636667	0.0326072267201858
14091_42_CBR3_Carbonyl_reductase_3	rectal	Female	6685	0	0.986552925798426	0	0.00268343213793232	0.0107636420637007
14100_63_C1QC_C1QC	rectal	Female	5286	0	0.964744646269815	0	0.00236388235426458	0.0328914713759771
14101_2_CNTFR_CNTFR_alpha	rectal	Female	4375	2.21923864774717e-114	0.949810676036519	6.10265756332359e-117	0.002611397131166	0.0475779268323304
14107_1_MTHFS_MTHFS	rectal	Female	6466	0	0.977180418049132	0	0.0031388142088874	0.01968076774193
14112_40_RELT_RELT	rectal	Female	4481	0.000133983475392062	0.978913475566825	5.82376984530822e-07	0.00425481056473451	0.016697148016064
14116_129_S100A4_S100A4	rectal	Female	4260	8.59493036569165e-20	0.95790701809912	1.48811893545347e-22	0.0016581077175422	0.0404348741833399
14131_37_EFNB2_EFNB2	rectal	Female	6200	5.41624792611116e-07	0.982442817394311	1.54728986551931e-09	0.00280645189228838	0.014750187541319
14133_93_IL1R2_IL_1_sRII	rectal	Female	5192	0	0.944546804710086	0	0.00185966343905602	0.053593531850705
14134_49_AMIGO2_AMGO2	rectal	Female	5594	1.52338263230716e-21	0.980982892998939	3.23403950881155e-24	0.00208239176792486	0.0169347152331334
14136_234_CD93_C1QR1	rectal	Female	5926	0.849224485803877	0.145292064377209	0.00211423081861823	0.000361689311440038	0.00300752968885522
14151_4_ISG15_UCRP	rectal	Female	3138	0	0.985835225894214	0	0.00146104973210275	0.0127037243736501
14153_8_EFNA3_Ephrin_A3	rectal	Female	3178	0.00140838082194695	0.971441741410015	1.95971302981611e-06	0.00135146950061634	0.0257964485543918
14158_17_ANXA5_Annexin_V	rectal	Female	6133	7.24186062412825e-56	0.977257062054699	2.36544527936015e-58	0.00319186827530985	0.0195510696699902
14208_3_RBP7_RET7	rectal	Female	5093	1.41469638358054e-32	0.984778555697719	3.08910273197714e-35	0.00215021204822014	0.0130712322540621
14273_19_PREP_PPCE	rectal	Female	4833	1.13191524672754e-68	0.974482652234503	2.70441167985985e-71	0.00232803630023548	0.0231893114652688
14618_26_VOPP1_ECOP	rectal	Female	6684	1.89301138911108e-14	0.681368664223124	8.22428225197219e-15	0.29602378331259	0.0226075524642586
14623_26_SUMO3_SUMO3	rectal	Female	6012	7.34349919030804e-05	0.980648666687351	1.57290284881274e-07	0.00210027794496972	0.0171774630854908
14636_25_HRSP12_Ribonuclease_UK114	rectal	Female	4415	6.99194012074462e-211	0.972746975263533	2.41510370861307e-213	0.0033597509798347	0.0238932737566329
14655_1_DNAJC17_DJC17	rectal	Female	4243	2.77353252328224e-41	0.945342879915591	5.24856565400931e-44	0.0017884152424482	0.0528687048419561
14688_6_PTPN7_PTN7	rectal	Female	5237	0.000727507290778539	0.0458141477512642	2.48364158868906e-06	0.00014687210926905	0.9533089892071
14747_9_CRLF1_CRLF1	rectal	Female	5130	3.08819675939841e-155	0.982736662372588	7.49680539653873e-158	0.00238551058473155	0.0148778270426836
15298_199_NETO1_NETO1	rectal	Female	7362	0.00632850532468296	0.967814330719856	2.57422122963544e-05	0.00393652135327163	0.0218949003898925
15300_66_CCDC134_CC134	rectal	Female	4414	1.13981392936379e-28	0.982177489131804	2.42757753727997e-31	0.00209168588546272	0.01573082498273
15304_1_REG3A_PAP1	rectal	Female	6052	1.58104054656965e-85	0.944787872631508	1.51557272734977e-87	0.00905619885336458	0.0461559285151375
15305_7_SCGN_Secretagogin	rectal	Female	6882	3.9469934702975e-11	0.984008603849407	1.68164445870469e-13	0.00419232019905217	0.0117990759119031
15308_108_VWC2_VWC2	rectal	Female	6441	5.36027059933976e-223	0.967259811973491	2.170953689733e-225	0.00391719358150148	0.0288229944449824
15316_262_TXNL4B_TXN4B	rectal	Female	4319	1.82505713089857e-51	0.964449035347386	3.15408995460632e-54	0.00166643583404545	0.0338845288185725
15321_8_CPLX2_CPLX2	rectal	Female	4705	0.0266235613397478	0.944686428603843	4.94341912232957e-05	0.00175380937009259	0.0268867664950937
15322_35_CRADD_CRADD	rectal	Female	6209	0.0109690152834689	0.956712337242235	4.47591846722557e-05	0.00390359126431017	0.0283702970253129
15324_58_FTL_Ferritin_light_chain	rectal	Female	5795	0.243127522622293	0.731751749293461	0.000980812763336391	0.00295178404066163	0.0211881312802486
15326_64_GBP1_GBP1	rectal	Female	4490	6.47341891647375e-117	0.945378869164269	1.47325761966712e-119	0.00215102248045937	0.0524701083552808
15336_7_SELM_SELM	rectal	Female	6011	0.00717689988267498	0.945772069254296	2.17084055157349e-05	0.00286029260173055	0.044169029855783
15339_32_CFL2_COF2	rectal	Female	6081	6.73438974277974e-36	0.978497146406633	2.40212734276711e-38	0.00349007636164902	0.0180127772317152
15367_38_BPIFB1_LPLC1	rectal	Female	3811	0	0.987908846884492	0	0.00147485501533883	0.0106162981000643
15368_3_BMPER_BMPER	rectal	Female	5680	4.4584050426869e-28	0.946745557607216	1.36858182314143e-30	0.00290568998048854	0.0503487524122973
15375_49_CPB1_Carboxypeptidase_B1	rectal	Female	6134	2.99726053097176e-124	0.938102578862093	8.20377002664983e-127	0.0025670773207423	0.0593303438171566
15376_134_CTSE_CATE	rectal	Female	4499	0	0.983527826621341	0	0.00225388503917015	0.0142182883394797
15384_15_KL_KLOTHO	rectal	Female	5269	1.89813688079843e-44	0.974435505722097	5.61680940366261e-47	0.00288324200743955	0.0226812522704589
15385_116_FABP2_FABP2	rectal	Female	5555	0	0.953869456509978	0	0.016474747406601	0.0296557960838438
15386_7_FABP4_FABPA	rectal	Female	5045	4.05358127307018e-11	0.96638478156519	8.99371276597173e-14	0.00214381082857587	0.0314714075656065
15387_44_NRP2_Neuropilin_2	rectal	Female	4878	2.00015444495181e-39	0.979373397582713	5.22101539350422e-42	0.00255628367268783	0.0180703187446064
15391_114_GAS6_GAS_6	rectal	Female	4292	4.59506931921366e-186	0.986899596530673	7.76544059223748e-189	0.00166769733256202	0.0114327061367398
15394_79_UNC5B_UNC5B	rectal	Female	6696	9.14309639440232e-33	0.972867983669112	8.33290672569149e-35	0.00886641768882615	0.0182655986420604
15398_2_GFER_HERV1	rectal	Female	5843	0.0012547136026073	0.979233851774435	3.74363106819072e-06	0.00292152898803259	0.0165861620038567
15414_316_LDHA_LDHA	rectal	Female	5709	3.43364537629939e-15	0.879827690553701	1.8572058502601e-17	0.00475769819605404	0.115414611250241
15417_3_SERPINB5_Maspin	rectal	Female	5462	9.71430038692796e-55	0.979567538100871	3.42772805916102e-57	0.00345627177526798	0.0169761901238647
15426_5_NEU1_NEUR1	rectal	Female	16401	0.0100646329028175	0.650301618297841	0.00440628516406742	0.284700824682035	0.0505266389532391
15427_35_LOXL3_LOXL3	rectal	Female	4544	2.43647569481837e-28	0.956923749260219	4.71132697079502e-31	0.00184995738305627	0.0412262933567276
15435_4_PNP_PNP	rectal	Female	5787	5.36012332438726e-47	0.983462948839464	1.69416072723725e-49	0.00310827237337268	0.0134287787871691
15440_57_PCSK2_NEC2	rectal	Female	7135	7.73920087346447e-17	0.985624801619088	3.13596768870859e-19	0.00399370327392427	0.0103814951069858
15441_6_GM2A_SAP3	rectal	Female	5507	1.16090550984459e-174	0.967726246198987	5.41100803398173e-177	0.00451031728354388	0.0277634365174875
15444_45_SERPINB4_SCCA2	rectal	Female	5785	3.5523677765972e-56	0.943614178377902	1.31603944933026e-58	0.00349526196345084	0.0528905596586454
15447_45_SORD_Sorbitol_dehydrogenase	rectal	Female	3960	8.7309282565101e-144	0.978302736647191	3.87768753878682e-146	0.00434478524661797	0.017352478106212
15452_5_NT5E_5__Nucleotidase	rectal	Female	5732	0	0.972665584543071	0	0.00235039937968184	0.0249840160773149
15462_28_CD8A_CD8A	rectal	Female	2982	0	0.977476705386225	0	0.00294658470286758	0.0195767099108814
15466_30_COL9A1_CO9A1	rectal	Female	5926	6.97637322252272e-09	0.985127686995082	2.42120084699548e-11	0.00341884244210808	0.0114534635622255
15470_11_HEXB_Hexosaminidase_B	rectal	Female	5575	1.41351304750404e-187	0.984870386286887	3.03194332275008e-190	0.00211238742829953	0.013017226284831
15471_29_PNLIPRP2_LIPR2	rectal	Female	5112	0	0.981213969249664	0	0.00312395542051563	0.0156620753284377
15476_6_REG3G_REG3G	rectal	Female	6302	0	0.977832758131068	0	0.00943070273676094	0.0127365391323589
15480_2_VNN2_VNN2	rectal	Female	5481	0	0.985484426492803	0	0.00287606906301698	0.0116395044437732
15482_12_A2ML1_A2ML1	rectal	Female	36	0.996032365398133	0.00381887503631886	1.87613841216631e-05	7.06335089945157e-08	0.000129927547917919
15483_377_AGRN_Agrin	rectal	Female	3166	2.46267978308851e-169	0.987660017357086	3.67200407966476e-172	0.00147255197689202	0.0108674306660082
15486_126_AOC1_ABP1	rectal	Female	5675	0	0.987097194212052	0	0.00229770889684411	0.0106050968903497
15491_20_CD248_CD248	rectal	Female	3078	0.0584511577811758	0.905407453841603	0.000104061625292706	0.00161156857315483	0.0344257581787734
15494_11_FGFBP1_FGFP1	rectal	Female	5876	4.70048276155662e-11	0.976458342423443	9.35883356784025e-14	0.00194394839415374	0.0215977091353041
15499_11_ATRN_Attractin	rectal	Female	6144	0	0.945503009461011	0	0.00263181821734551	0.0518651723216149
15509_2_NAGLU_NAG	rectal	Female	3584	0	0.962768390217635	0	0.00186087979906111	0.0353707299836146
15511_37_NPTXR_NPTXR	rectal	Female	4577	0	0.935076869638576	0	0.00247075426749817	0.0624523760938152
15521_4_CLSTN1_Alcadein_alpha_1	rectal	Female	4867	0	0.941514602526744	0	0.00187089907808121	0.0566144983951313
15522_2_GLIPR2_GAPR1	rectal	Female	4443	8.34649101946256e-196	0.979700609805535	1.76855476899111e-198	0.00207572508969107	0.0182236651047732
15523_9_ALAD_HEM2	rectal	Female	5798	1.07132483838284e-169	0.970926624351989	3.09639232381702e-172	0.00280595411356233	0.0262674215344615
15525_294_ADH1C_ADH1G	rectal	Female	6137	6.97917804930874e-48	0.954409524856573	4.90120006054645e-50	0.00670205084141553	0.0388884243020175
15526_33_GSS_GSHB	rectal	Female	3550	2.7433963846783e-87	0.987537850948901	4.83405979706226e-90	0.00174000479810039	0.0107221442530085
15527_90_DLD_DLDH	rectal	Female	4952	0.21960366111763	0.764016309875518	0.000455137984405682	0.00158331307834315	0.0143415779441033
15530_33_EPHB4_EphB4	rectal	Female	5069	6.24099034462933e-34	0.983877301706114	2.58698256222412e-36	0.0040781961078505	0.012044502186039
15535_3_PRSS27_Marapsin	rectal	Female	5193	1.44724731838576e-98	0.958687704838809	3.69144086911719e-101	0.00244490103529059	0.0388673941259011
15539_15_SLITRK1_SLIK1	rectal	Female	5738	1.10739131013233e-05	0.944377153999663	5.40827859159733e-08	0.00461163992096603	0.0510000780834841
15540_6_VIM_Vimentin	rectal	Female	6291	4.45872885406831e-13	0.90822608591804	1.29133580885371e-15	0.00262951041637449	0.089144403665138
15542_19_CKMT1A_KCRU	rectal	Female	2434	6.94951730125365e-35	0.976386167788387	9.66906560417946e-38	0.00135825192553359	0.0222555802860743
15544_25_KLK14_kallikrein_14	rectal	Female	6761	3.38986366829051e-106	0.947812176464916	1.35599054773684e-108	0.00379089078222547	0.0483969327528648
15558_63_ENPEP_AMPE	rectal	Female	5036	2.65236118642943e-223	0.984199759072831	1.27630910091342e-225	0.00473583224351199	0.011064408683639
15562_24_GUSB_BGLR	rectal	Female	4467	4.53380272294106e-56	0.987800263181111	6.22540208989034e-59	0.00135624829225808	0.0108434885266282
15565_102_MUC16_CA125	rectal	Female	6075	8.18556007149617e-67	0.955080144563385	2.35822869871937e-69	0.00275112785461732	0.0421687275819955
15566_10_CNN1_Calponin_1	rectal	Female	5085	3.93935086933261e-28	0.968103153993768	9.31181922666147e-31	0.00228810163638686	0.0296087443698428
15570_99_CR2_Complement_receptor_type_2	rectal	Female	4891	3.99394944584137e-86	0.973830152533042	8.2992659414429e-89	0.00202333833411792	0.0241465091328509
15573_110_NCAN_CSPG3	rectal	Female	5065	1.18030261723955e-84	0.978057577557211	2.81515182421655e-87	0.00233257901655149	0.0196098434262248
15576_158_RNASE3_ECP	rectal	Female	7295	1.22150054633843e-242	0.911588852568611	4.98407870491197e-245	0.00371870162698713	0.0846924458044127
15579_26_ENPP6_ENPP6	rectal	Female	7342	0.000206245139898658	0.968569149393228	9.32407107631474e-07	0.00437850507758042	0.0268451679821844
15584_9_CFHR2_FHR2	rectal	Female	3803	0	0.984416861745713	0	0.00159260639105163	0.0139905318627052
15585_304_FBLN5_fibulin_5	rectal	Female	6061	4.59185379042364e-12	0.976710369526134	2.39619329573455e-14	0.0050966415887821	0.0181929888804685
15587_20_FOLR2_FOLR2	rectal	Female	5175	2.83099641607283e-11	0.937003027193546	1.31874233917522e-13	0.00436418629028488	0.0586327864877267
15589_1_GC_Gc_Globulin__Mixed_Type	rectal	Female	4308	1.15531861471038e-37	0.970602711457312	2.53759533055622e-40	0.00213160410603177	0.0272656844366623
15591_28_GPX1_Glutathione_peroxidase	rectal	Female	2855	0.983733432184495	0.0146210722052179	0.00111010469356066	1.64941190242897e-05	0.000518896797702404
15594_47_HTRA1_HTRA1	rectal	Female	6243	1.70554064113236e-17	0.954290626655647	1.33208984906392e-19	0.00745297753880005	0.0382563958055493
15604_18_MAPK9_JNK2	rectal	Female	6405	3.58776926471248e-67	0.950409495696824	1.64846446419588e-69	0.00436637339460903	0.0452241309085577
15607_56_PKLR_KPYR	rectal	Female	3325	9.01773074742668e-47	0.951529192993395	1.8617847128666e-49	0.00196404524543085	0.0465067617611756
15613_16_PNLIP_LIPP	rectal	Female	5103	1.04450734770976e-07	0.91772031143658	3.2329963008835e-10	0.00283976615759737	0.0794398176317872
15614_168_LILRA2_LIRA2	rectal	Female	7183	0	0.951943521188229	0	0.00312692144771483	0.0449295573640273
15615_8_LILRB3_LIRB3	rectal	Female	7834	0	0.842344127994679	0	0.00375116666781372	0.153904705337027
15617_8_XCL2_lymphotactin_beta	rectal	Female	6065	2.07764489144479e-06	0.972995800804301	5.62183783397501e-09	0.00263255685073194	0.0243695590782382
15620_4_NLGN1_NLGN1	rectal	Female	5464	6.60236620673594e-41	0.984557835699847	2.03006757400588e-43	0.00302715254796765	0.0124150117521806
15626_223_HSPG2_Perlecan	rectal	Female	5784	8.64419461734826e-182	0.975212768603565	2.25276938777209e-184	0.00254128611239895	0.0222459452840327
15633_6_RBP4_RBP	rectal	Female	5504	5.01082559475874e-15	0.979780843777544	1.35384725989917e-17	0.00264703996328949	0.0175721162591597
15635_4_SMOC2_SMOC2	rectal	Female	7703	2.58664888851994e-235	0.982846963104644	1.27640456837416e-237	0.0048498214627766	0.0123032154325702
15636_49_SORCS1_SORC1	rectal	Female	6075	2.36049789007577e-07	0.982492554181557	7.61720328791917e-10	0.00317030874007658	0.0143369002668565
15640_54_TAGLN_TAGL	rectal	Female	6851	3.18235261770247e-07	0.937683123290119	9.96635804389646e-10	0.00293600275086306	0.0593805547271216
15641_20_TMEFF1_TEFF1	rectal	Female	4608	0.000234129717244489	0.958232090012541	7.87394861088745e-07	0.00322221944048602	0.0383107734348685
15644_1_BTD_Biotinidase	rectal	Female	5633	0	0.955347174993257	0	0.00275983639616756	0.0418929886107006
15653_9_COL10A1_COAA1	rectal	Female	5312	1.35907042223961e-171	0.984075211907288	4.09464293763526e-174	0.00296471795289183	0.0129600701398011
16015_19_GPT_ALT	rectal	Female	3047	0.0217569519517543	0.965782104794408	4.16538660246593e-05	0.00184889219294513	0.0105703971948682
