exposure	group	outcome	sequence_id	protein	gene	nsnp	method	b	se	pval	lower_ci	upper_ci
BMI	Sex-combined	11311_79_RAG1_RAG_1	11311_79	RAG_1	RAG1	428	IVW-MRE	0.150116632208673	0.0262746689357029	1.10767260918325e-08	0.0986182810946953	0.201614983322651
BMI	Sex-combined	11313_100_PCBD1_PHS	11313_100	PHS	PCBD1	428	IVW-MRE	0.224050408612405	0.0271151729667078	1.42155749297428e-16	0.170904669597658	0.277196147627152
BMI	Sex-combined	11315_148_PPM1D_PPM1D	11315_148	PPM1D	PPM1D	428	IVW-MRE	0.137601881399752	0.0264412724418074	1.94984456480945e-07	0.0857769874138095	0.189426775385694
BMI	Sex-combined	11320_29_CHFR_CHFR	11320_29	CHFR	CHFR	428	IVW-MRE	0.170610886575698	0.026099092631625	6.27470809309211e-11	0.119456665017713	0.221765108133683
BMI	Sex-combined	11324_3_PXDNL_PXDNL	11324_3	PXDNL	PXDNL	428	IVW-MRE	0.127114809852581	0.0245975373008557	2.36883265650508e-07	0.0789036367429038	0.175325982962258
BMI	Sex-combined	11325_8_BTG2_BTG2	11325_8	BTG2	BTG2	428	IVW-MRE	0.121690490410289	0.0280957846388698	1.48250286105273e-05	0.0666227525181042	0.176758228302474
BMI	Sex-combined	11330_15_CSNK2B_CSK2B	11330_15	CSK2B	CSNK2B	428	IVW-MRE	0.141786078143996	0.0260364475919616	5.1608777167806e-08	0.0907546408637513	0.192817515424241
BMI	Sex-combined	11334_7_LILRB3_LIRB3	11334_7	LIRB3	LILRB3	428	IVW-MRE	0.153532921542406	0.0249748093120346	7.87081128143537e-10	0.104582295290818	0.202483547793994
BMI	Sex-combined	11338_49_BLK_BLK	11338_49	BLK	BLK	428	IVW-MRE	0.109485222139007	0.0241652362212793	5.87910305126945e-06	0.0621213591452996	0.156849085132714
BMI	Sex-combined	11347_9_TALDO1_Transaldolase	11347_9	Transaldolase	TALDO1	428	IVW-MRE	0.157284384373065	0.0266164959164078	3.4360173297622e-09	0.105116052376906	0.209452716369224
BMI	Sex-combined	11348_132_P4HA2_P4HA2	11348_132	P4HA2	P4HA2	428	IVW-MRE	0.145846034147204	0.0278135491151975	1.57384144616308e-07	0.0913314778814169	0.200360590412991
BMI	Sex-combined	11352_42_TTN_TITIN	11352_42	TITIN	TTN	428	IVW-MRE	0.153463525787249	0.0256720850765166	2.26120584042961e-09	0.103146239037276	0.203780812537222
BMI	Sex-combined	11363_58_AQP4_AQP4	11363_58	AQP4	AQP4	428	IVW-MRE	0.128089189954049	0.0257054545397245	6.26196772987491e-07	0.077706499056189	0.178471880851909
BMI	Sex-combined	11365_17_TENM4_TEN4	11365_17	TEN4	TENM4	428	IVW-MRE	0.15557436090102	0.0251309625427924	5.99564507298326e-10	0.106317674317147	0.204831047484893
BMI	Sex-combined	11371_1_GPR101_GP101	11371_1	GP101	GPR101	428	IVW-MRE	0.141543877667603	0.0250565093915947	1.61396739097788e-08	0.0924331192600774	0.190654636075129
BMI	Sex-combined	11383_41_KRT7_Keratin_7	11383_41	Keratin_7	KRT7	428	IVW-MRE	0.128810873182026	0.026256004940935	9.29721365516449e-07	0.0773491034977934	0.180272642866259
BMI	Sex-combined	11387_3_ATF6B_ATF6B	11387_3	ATF6B	ATF6B	428	IVW-MRE	0.207196828978791	0.0273623917522254	3.66612608521214e-14	0.153566541144429	0.260827116813153
BMI	Sex-combined	11391_69_MVK_MVK	11391_69	MVK	MVK	428	IVW-MRE	0.126956660440978	0.0267382175537724	2.05301221708218e-06	0.0745497540355841	0.179363566846372
BMI	Sex-combined	11396_39_DNAI1_DNAI1	11396_39	DNAI1	DNAI1	428	IVW-MRE	0.122293851766207	0.0261607173523345	2.94364638247133e-06	0.0710188457556314	0.173568857776783
BMI	Sex-combined	11406_82_ACAD8_ACAD8	11406_82	ACAD8	ACAD8	428	IVW-MRE	0.109535058992806	0.0256299997924373	1.922513360553e-05	0.0593002593996289	0.159769858585983
BMI	Sex-combined	11407_57_PLSCR3_PLS3	11407_57	PLS3	PLSCR3	428	IVW-MRE	0.146583600035075	0.024939130143508	4.1611932125935e-09	0.0977029049537993	0.195464295116351
BMI	Sex-combined	11424_4_FAH_FAAA	11424_4	FAAA	FAH	428	IVW-MRE	0.196665169789687	0.0266671654317624	1.64584622386065e-13	0.144397525543433	0.248932814035941
BMI	Sex-combined	11425_31_RUFY1_RUFY1	11425_31	RUFY1	RUFY1	428	IVW-MRE	0.157046437535069	0.0267619496185955	4.40356655027774e-09	0.104593016282622	0.209499858787516
BMI	Sex-combined	11429_80_HNRNPC_hnRNP_C1_C2	11429_80	hnRNP_C1_C2	HNRNPC	428	IVW-MRE	0.143276467851257	0.025997470190699	3.56457004774885e-08	0.092321426277487	0.194231509425027
BMI	Sex-combined	11430_49_DTX1_DTX1	11430_49	DTX1	DTX1	428	IVW-MRE	0.118929159839297	0.0262298183381842	5.78439717488138e-06	0.067518715896456	0.170339603782138
BMI	Sex-combined	11432_11_PQBP1_PQBP1	11432_11	PQBP1	PQBP1	428	IVW-MRE	0.139101948089478	0.0261044591108646	9.89366550385884e-08	0.0879372082321834	0.190266687946773
BMI	Sex-combined	11436_6_INA_AINX	11436_6	AINX	INA	428	IVW-MRE	0.161706922591012	0.0258416200262721	3.90908078705698e-10	0.111057347339519	0.212356497842505
BMI	Sex-combined	11439_88_RHPN2_RHPN2	11439_88	RHPN2	RHPN2	428	IVW-MRE	0.116559942707867	0.0262449446444748	8.94444293790918e-06	0.0651198512046964	0.168000034211038
BMI	Sex-combined	11440_58_SOCS3_SOCS_3	11440_58	SOCS_3	SOCS3	428	IVW-MRE	0.234499971641343	0.0258030340801263	1.00805739467151e-19	0.183926024844295	0.285073918438391
BMI	Sex-combined	11444_49_POLR3F_RPC6	11444_49	RPC6	POLR3F	428	IVW-MRE	0.114558373219473	0.025122326962482	5.11481691071266e-06	0.0653186123730083	0.163798134065938
BMI	Sex-combined	11456_2_MAGEB10_MAGBA	11456_2	MAGBA	MAGEB10	428	IVW-MRE	0.119544099491421	0.0256671832371872	3.20121259730864e-06	0.0692364203465341	0.169851778636308
BMI	Sex-combined	11457_53_GALE_GALE	11457_53	GALE	GALE	428	IVW-MRE	0.181231183534596	0.0301082621918934	1.75154225687492e-09	0.122218989638485	0.240243377430707
BMI	Sex-combined	11459_81_ELL_ELL	11459_81	ELL	ELL	428	IVW-MRE	0.112029753690066	0.0266554623543635	2.6353838982089e-05	0.0597850474755135	0.164274459904618
BMI	Sex-combined	11462_8_RBFOX2_RBM9	11462_8	RBM9	RBFOX2	428	IVW-MRE	0.171498001177537	0.0256557694735935	2.31590472603073e-11	0.121212693009294	0.22178330934578
BMI	Sex-combined	11464_9_RELB_RELB	11464_9	RELB	RELB	428	IVW-MRE	0.113032634248628	0.026970482641208	2.77757551882996e-05	0.0601704882718603	0.165894780225396
BMI	Sex-combined	11480_1_ALDH3A1_Aldehyde_dehydrogenase__class_3	11480_1	Aldehyde_dehydrogenase__class_3	ALDH3A1	428	IVW-MRE	0.122308791729455	0.0248281947118401	8.38417798764749e-07	0.0736455300942484	0.170972053364662
BMI	Sex-combined	11486_26_ZNF174_ZN174	11486_26	ZN174	ZNF174	428	IVW-MRE	0.159208184951478	0.0247272985994322	1.20612626616774e-10	0.110742679696591	0.207673690206365
BMI	Sex-combined	11513_92_CD38_CD38	11513_92	CD38	CD38	428	IVW-MRE	0.115915311183723	0.0254407603496625	5.20667047152582e-06	0.0660514208983845	0.165779201469061
BMI	Sex-combined	11514_196_CD59_CD59	11514_196	CD59	CD59	428	IVW-MRE	0.133021424523121	0.0259552492532674	2.97490773475319e-07	0.0821491359867169	0.183893713059525
BMI	Sex-combined	11516_7_FABP1_FABPL	11516_7	FABPL	FABP1	428	IVW-MRE	0.152560479317122	0.0269281554643655	1.46627718140073e-08	0.0997812946069656	0.205339664027278
BMI	Sex-combined	11534_6_LRIT3_LRIT3	11534_6	LRIT3	LRIT3	428	IVW-MRE	0.134349782505173	0.0245270808443258	4.31109088037094e-08	0.0862767040502944	0.182422860960052
BMI	Sex-combined	11537_12_TFR2_TFR2	11537_12	TFR2	TFR2	428	IVW-MRE	0.14255595605415	0.0247651859463561	8.59751471064387e-09	0.094016191599292	0.191095720509008
BMI	Sex-combined	11539_4_ATP5J2_ATPK	11539_4	ATPK	ATP5J2	428	IVW-MRE	0.132688370312175	0.0259090129125319	3.0340275922769e-07	0.0819067050036125	0.183470035620738
BMI	Sex-combined	11542_11_TMEM230_TM230	11542_11	TM230	TMEM230	428	IVW-MRE	0.108124295308664	0.0254644478523326	2.17534883856243e-05	0.0582139775180921	0.158034613099236
BMI	Sex-combined	11544_39_PHF3_PHF3	11544_39	PHF3	PHF3	428	IVW-MRE	0.112269500935875	0.0253694457196549	9.62715504108788e-06	0.0625453873253514	0.161993614546399
BMI	Sex-combined	11547_84_MUSK_MUSK	11547_84	MUSK	MUSK	428	IVW-MRE	0.222499990069593	0.0269819053640701	1.63419603537092e-16	0.169615455556016	0.27538452458317
BMI	Sex-combined	11551_16_HMG20B_HM20B	11551_16	HM20B	HMG20B	428	IVW-MRE	0.140102845045734	0.0263935726281306	1.10702014477177e-07	0.088371442694598	0.19183424739687
BMI	Sex-combined	11556_19_ARFGAP1_ARFG1	11556_19	ARFG1	ARFGAP1	428	IVW-MRE	0.201995618419938	0.029874619652087	1.36621526825873e-11	0.143441363901847	0.260549872938029
BMI	Sex-combined	11557_3_SMURF1_SMUF1	11557_3	SMUF1	SMURF1	428	IVW-MRE	0.136597663293382	0.0260397249171909	1.55655095411589e-07	0.0855598024556878	0.187635524131076
BMI	Sex-combined	11560_76_NFATC4_NFAC4	11560_76	NFAC4	NFATC4	428	IVW-MRE	0.143446360225768	0.0253576796245734	1.54113722311446e-08	0.0937453081616041	0.193147412289932
BMI	Sex-combined	11562_9_POLE2_DPOE2	11562_9	DPOE2	POLE2	428	IVW-MRE	0.120888709000417	0.0250152645776077	1.34762967758539e-06	0.0718587904283059	0.169918627572528
BMI	Sex-combined	11563_51_SYTL4_SYTL4	11563_51	SYTL4	SYTL4	428	IVW-MRE	0.137087776346793	0.027422243020364	5.75850084829869e-07	0.0833401800268796	0.190835372666706
BMI	Sex-combined	11565_58_ZNF23_ZNF23	11565_58	ZNF23	ZNF23	428	IVW-MRE	0.114533404902988	0.0252175149482856	5.57707434369202e-06	0.0651070756043482	0.163959734201628
BMI	Sex-combined	11566_48_KRT72_Keratin_72	11566_48	Keratin_72	KRT72	428	IVW-MRE	0.112281200666984	0.025902466796178	1.45913504084807e-05	0.0615123657464751	0.163050035587493
BMI	Sex-combined	11567_23_ZNF10_ZNF10	11567_23	ZNF10	ZNF10	428	IVW-MRE	0.139367896695001	0.0265983787238215	1.60825671236436e-07	0.0872350743963108	0.191500718993691
BMI	Sex-combined	11570_94_BCAP29_BAP29	11570_94	BAP29	BCAP29	428	IVW-MRE	0.135782705392176	0.0262434637221772	2.29180455851351e-07	0.0843455164967087	0.187219894287643
BMI	Sex-combined	11573_3_SRSF6_SRSF6	11573_3	SRSF6	SRSF6	428	IVW-MRE	0.243117939657104	0.0275367050539901	1.05740232138778e-18	0.189145997751283	0.297089881562925
BMI	Sex-combined	11587_5_MGA_MGAP	11587_5	MGAP	MGA	428	IVW-MRE	0.143979432910575	0.0271697706084848	1.16278720154007e-07	0.0907266825179448	0.197232183303205
BMI	Sex-combined	11590_5_RBM23_RBM23	11590_5	RBM23	RBM23	428	IVW-MRE	0.215076728305062	0.0271314655194826	2.24130524313574e-15	0.161899055886876	0.268254400723248
BMI	Sex-combined	11591_43_PRC1_PRC1	11591_43	PRC1	PRC1	428	IVW-MRE	0.135819604085822	0.0257491866272046	1.32963030644813e-07	0.085351198296501	0.186288009875143
BMI	Sex-combined	11592_1_ELAVL1_ELAV1	11592_1	ELAV1	ELAVL1	428	IVW-MRE	0.118989294197453	0.0260452336516178	4.91079159477477e-06	0.0679406362402821	0.170037952154624
BMI	Sex-combined	11593_21_CXCL9_MIG	11593_21	MIG	CXCL9	428	IVW-MRE	0.152166544121635	0.025784344640782	3.601915886766e-09	0.101629228625702	0.202703859617568
BMI	Sex-combined	11601_26_DHX8_DHX8	11601_26	DHX8	DHX8	428	IVW-MRE	0.169362445192037	0.025862612454827	5.81008964723187e-11	0.118671724780576	0.220053165603498
BMI	Sex-combined	11607_15_BRD1_BRD1	11607_15	BRD1	BRD1	428	IVW-MRE	0.131240221215117	0.0250194245328003	1.55831021878288e-07	0.0822021491308284	0.180278293299406
BMI	Sex-combined	11616_9_HSF1_HSF1	11616_9	HSF1	HSF1	428	IVW-MRE	0.133568892281163	0.0255054601789672	1.63318724084534e-07	0.0835781903303873	0.183559594231939
BMI	Sex-combined	11617_1_ITGAL_LFA_1_alpha_L_chain	11617_1	LFA_1_alpha_L_chain	ITGAL	428	IVW-MRE	0.141425424816959	0.0253543391266733	2.43359160586296e-08	0.0917309201286793	0.191119929505239
BMI	Sex-combined	11618_83_MYB_MYB	11618_83	MYB	MYB	428	IVW-MRE	0.158824135791195	0.0243476863411662	6.88360362760478e-11	0.111102670562509	0.206545601019881
BMI	Sex-combined	11638_42_B3GALT2_B3GT2	11638_42	B3GT2	B3GALT2	428	IVW-MRE	0.118207425728671	0.0263724452982402	7.38662782334958e-06	0.0665174329441202	0.169897418513222
BMI	Sex-combined	11647_6_FZD10_Frizzled_10	11647_6	Frizzled_10	FZD10	428	IVW-MRE	0.116019413204911	0.026444122975395	1.14744254403897e-05	0.0641889321731368	0.167849894236685
BMI	Sex-combined	11653_69_SLC6A9_SC6A9	11653_69	SC6A9	SLC6A9	428	IVW-MRE	0.110518672356	0.0248727235298929	8.85613568570108e-06	0.0617681342374099	0.15926921047459
BMI	Sex-combined	11654_77_NRSN1_NRSN1	11654_77	NRSN1	NRSN1	428	IVW-MRE	0.133461538719966	0.0251194321933572	1.07788020620114e-07	0.0842274516209859	0.182695625818946
BMI	Sex-combined	11656_110_EVL_EVL	11656_110	EVL	EVL	428	IVW-MRE	0.122816453075892	0.0264722007290214	3.4933754966404e-06	0.0709309396470101	0.174701966504774
BMI	Sex-combined	11666_72_RGS8_RGS8	11666_72	RGS8	RGS8	428	IVW-MRE	0.1179892737408	0.0267995443700841	1.06931827525899e-05	0.0654621667754352	0.170516380706165
BMI	Sex-combined	11667_29_TNS2_TENC1	11667_29	TENC1	TNS2	428	IVW-MRE	0.117059945517915	0.026052147388836	7.01300112164096e-06	0.0659977366357964	0.168122154400034
BMI	Sex-combined	11671_19_BRPF1_BRPF1	11671_19	BRPF1	BRPF1	428	IVW-MRE	0.164171629910627	0.0259054572554873	2.33769305215627e-10	0.113396933689872	0.214946326131382
BMI	Sex-combined	11672_17_KIF16B_KI16B	11672_17	KI16B	KIF16B	428	IVW-MRE	0.144712213908189	0.0267257892110013	6.13904823301366e-08	0.0923296670546264	0.197094760761752
BMI	Sex-combined	11677_17_ZDHHC14_ZDH14	11677_17	ZDH14	ZDHHC14	428	IVW-MRE	0.108890592559145	0.0244144977423057	8.19293867313016e-06	0.0610381769842258	0.156743008134064
BMI	Sex-combined	11682_7_TXNIP_TXNIP	11682_7	TXNIP	TXNIP	428	IVW-MRE	0.134469725305715	0.0265130157238626	3.93991361106742e-07	0.0825042144869443	0.186435236124486
BMI	Sex-combined	11690_47_ANAPC7_APC7	11690_47	APC7	ANAPC7	428	IVW-MRE	0.166279462795844	0.0252670990397781	4.67707283832964e-11	0.116755948677879	0.215802976913809
BMI	Sex-combined	11692_21_SHC4_SHC4	11692_21	SHC4	SHC4	428	IVW-MRE	0.148336306313812	0.0259349489942527	1.06804874774003e-08	0.0975038062850767	0.199168806342547
BMI	Sex-combined	11696_7_CRABP2_RABP2	11696_7	RABP2	CRABP2	428	IVW-MRE	0.243846612971664	0.0265778398830409	4.52374375670198e-20	0.191754046800904	0.295939179142424
BMI	Sex-combined	11715_1_POU2F1_PO2F1	11715_1	PO2F1	POU2F1	428	IVW-MRE	0.158176128785515	0.0253921338624524	4.68416776824915e-10	0.108407546415108	0.207944711155922
BMI	Sex-combined	11825_27_PPARGC1A_PRGC1	11825_27	PRGC1	PPARGC1A	428	IVW-MRE	0.127802633890486	0.0250219306884367	3.26233613331295e-07	0.0787596497411501	0.176845618039822
BMI	Sex-combined	11838_130_PIEZO1_FA38A	11838_130	FA38A	PIEZO1	428	IVW-MRE	0.139561292049933	0.0255283290989433	4.57926729553378e-08	0.0895257670160041	0.189596817083862
BMI	Sex-combined	11872_9_PCDHGB1_PCDGD	11872_9	PCDGD	PCDHGB1	428	IVW-MRE	0.161418669602102	0.0254485257030767	2.25409854276149e-10	0.111539559224072	0.211297779980132
BMI	Sex-combined	11934_9_INTS3_INT3	11934_9	INT3	INTS3	428	IVW-MRE	0.113513355915125	0.0256108091357172	9.32573827829112e-06	0.0633161700091193	0.163710541821131
BMI	Sex-combined	11952_1_IGDCC3_IGDC3	11952_1	IGDC3	IGDCC3	428	IVW-MRE	0.138199694120999	0.0255069210124819	6.02272024242951e-08	0.0882061289365345	0.188193259305464
BMI	Sex-combined	11955_1_ARHGAP1_RHG01	11955_1	RHG01	ARHGAP1	428	IVW-MRE	0.173609867010617	0.0254683351113893	9.31588929270164e-12	0.123691930192294	0.22352780382894
BMI	Sex-combined	12014_19_PTS_PTPS	12014_19	PTPS	PTS	428	IVW-MRE	0.107538802289032	0.0255652293052745	2.59415980651919e-05	0.057430952850694	0.15764665172737
BMI	Sex-combined	12033_3_BUB1_BUB1	12033_3	BUB1	BUB1	428	IVW-MRE	0.110896063420909	0.0248197587904536	7.89337748379618e-06	0.06224933619162	0.159542790650198
BMI	Sex-combined	12329_21_RPS6KA1_KS6A1	12329_21	KS6A1	RPS6KA1	428	IVW-MRE	0.117572849001244	0.0253142738821736	3.40855136959956e-06	0.0679568721921837	0.167188825810304
BMI	Sex-combined	12332_7_EEF2K_EF2K	12332_7	EF2K	EEF2K	428	IVW-MRE	0.151046314916548	0.0260847064303515	7.01320019556139e-09	0.099920290313059	0.202172339520037
BMI	Sex-combined	12345_4_ANAPC10_APC10	12345_4	APC10	ANAPC10	428	IVW-MRE	0.127734170854165	0.026621155344051	1.60081567838069e-06	0.075556706379825	0.179911635328505
BMI	Sex-combined	12352_70_ARRDC3_ARRD3	12352_70	ARRD3	ARRDC3	428	IVW-MRE	0.125312567498274	0.0242724709152219	2.43355105116578e-07	0.0777385245044391	0.172886610492109
BMI	Sex-combined	12363_70_TRIB2_TRIB2	12363_70	TRIB2	TRIB2	428	IVW-MRE	0.135144529448588	0.0255240265089567	1.19148938105967e-07	0.0851174374910329	0.185171621406143
BMI	Sex-combined	12370_30_APOF_Apo_F	12370_30	Apo_F	APOF	428	IVW-MRE	-0.246108146364742	0.0308593431496191	1.52185647485598e-15	-0.306592458937995	-0.185623833791489
BMI	Sex-combined	12373_73_TRA2B_TRA2B	12373_73	TRA2B	TRA2B	428	IVW-MRE	0.302474690459313	0.0267183909335146	1.03472903120943e-29	0.250106644229624	0.354842736689002
BMI	Sex-combined	12382_2_DDX58_DDX58	12382_2	DDX58	DDX58	428	IVW-MRE	0.122780074930386	0.0254814289599297	1.44703847612439e-06	0.0728364741689238	0.172723675691848
BMI	Sex-combined	12389_4_ORC6L_ORC6	12389_4	ORC6	ORC6L	428	IVW-MRE	0.130540521790572	0.0260372945132273	5.3421601926566e-07	0.0795074245446465	0.181573619036497
BMI	Sex-combined	12400_25_UBE2T_UBE2T	12400_25	UBE2T	UBE2T	428	IVW-MRE	0.143994524898158	0.0266140884118594	6.28622181452096e-08	0.0918309116109136	0.196158138185402
BMI	Sex-combined	12403_30_RAB39B_RB39B	12403_30	RB39B	RAB39B	428	IVW-MRE	0.153344922648366	0.0259103121444259	3.25292170601955e-09	0.102560710845291	0.204129134451441
BMI	Sex-combined	12409_90_RAB7B_RAB7B	12409_90	RAB7B	RAB7B	428	IVW-MRE	0.106819998635096	0.0252766630903259	2.37847699684973e-05	0.0572777389780572	0.156362258292135
BMI	Sex-combined	12415_122_EDF1_EDF1	12415_122	EDF1	EDF1	428	IVW-MRE	0.126664013624311	0.0270466543992825	2.82475460138088e-06	0.0736525710017173	0.179675456246905
BMI	Sex-combined	12417_46_TPRKB_TPRKB	12417_46	TPRKB	TPRKB	428	IVW-MRE	0.142625994192943	0.026357711312803	6.26151242957569e-08	0.0909648800198491	0.194287108366037
BMI	Sex-combined	12424_107_THYN1_THYN1	12424_107	THYN1	THYN1	428	IVW-MRE	0.120291152967938	0.0259736364196374	3.63414034247035e-06	0.0693828255854487	0.171199480350427
BMI	Sex-combined	12430_78_PAIP1_PAIP1	12430_78	PAIP1	PAIP1	428	IVW-MRE	0.11496897090329	0.0259680342836308	9.54081818095127e-06	0.0640716237073736	0.165866318099206
BMI	Sex-combined	12436_84_GSTO1_GST_omega_1	12436_84	GST_omega_1	GSTO1	428	IVW-MRE	0.143284407802999	0.0279268819083539	2.88669146574668e-07	0.0885477192626254	0.198021096343373
BMI	Sex-combined	12437_18_ULK3_ULK3	12437_18	ULK3	ULK3	428	IVW-MRE	0.150913041704035	0.0265151242764899	1.25866636046538e-08	0.0989433981221148	0.202882685285955
BMI	Sex-combined	12438_127_MPG_3MG	12438_127	3MG	MPG	428	IVW-MRE	0.129498398235404	0.0261845001168833	7.5904711914398e-07	0.0781767780063127	0.180820018464495
BMI	Sex-combined	12451_62_BACH1_BACH1	12451_62	BACH1	BACH1	428	IVW-MRE	0.1168703577112	0.0271097125862084	1.62507419524581e-05	0.0637353210422315	0.170005394380168
BMI	Sex-combined	12452_32_SUV420H2_SV422	12452_32	SV422	SUV420H2	428	IVW-MRE	0.156095999960747	0.026422719407107	3.47036524221553e-09	0.104307469922817	0.207884529998677
BMI	Sex-combined	12453_161_NXF1_NXF1	12453_161	NXF1	NXF1	428	IVW-MRE	0.114722089813066	0.0249863347042643	4.40296719126192e-06	0.065748873792708	0.163695305833424
BMI	Sex-combined	12455_48_MYNN_MYNN	12455_48	MYNN	MYNN	428	IVW-MRE	0.163214042669945	0.0265301234776942	7.64987278526837e-10	0.111215000653664	0.215213084686226
BMI	Sex-combined	12456_5_PFKFB3_F263	12456_5	F263	PFKFB3	428	IVW-MRE	0.12553853991901	0.0265067620833262	2.1787562817256e-06	0.0735852862356907	0.177491793602329
BMI	Sex-combined	12457_10_ADI1_MTND	12457_10	MTND	ADI1	428	IVW-MRE	0.120062901477407	0.0252384970376521	1.96361251039121e-06	0.0705954472836089	0.169530355671205
BMI	Sex-combined	12462_20_SETMAR_SETMR	12462_20	SETMR	SETMAR	428	IVW-MRE	0.124753935998432	0.0268635095956079	3.41740039345713e-06	0.0721014571910405	0.177406414805823
BMI	Sex-combined	12463_7_KLHL13_KLH13	12463_7	KLH13	KLHL13	428	IVW-MRE	0.150484084157787	0.0260103150069888	7.22737029860554e-09	0.099503866744089	0.201464301571485
BMI	Sex-combined	12466_7_HNRNPA1_ROA1	12466_7	ROA1	HNRNPA1	428	IVW-MRE	0.127087801187378	0.0261473027450818	1.17115974149437e-06	0.0758390878070177	0.178336514567738
BMI	Sex-combined	12471_47_STAU1_STAU1	12471_47	STAU1	STAU1	428	IVW-MRE	0.164908077561422	0.0269576501735807	9.51731156075834e-10	0.112071083221204	0.21774507190164
BMI	Sex-combined	12473_48_KCTD5_KCTD5	12473_48	KCTD5	KCTD5	428	IVW-MRE	0.137957622453147	0.026328654827889	1.60726342288631e-07	0.0863534589904845	0.189561785915809
BMI	Sex-combined	12476_50_TIGAR_TIGAR	12476_50	TIGAR	TIGAR	428	IVW-MRE	0.14827521778024	0.0262710514536834	1.6609250227783e-08	0.0967839569310205	0.199766478629459
BMI	Sex-combined	12478_15_RPL30_RL30	12478_15	RL30	RPL30	428	IVW-MRE	0.210290642145343	0.025442201605538	1.39196423689223e-16	0.160423926998489	0.260157357292197
BMI	Sex-combined	12480_9_OTUD5_OTUD5	12480_9	OTUD5	OTUD5	428	IVW-MRE	0.125532623926566	0.0273459265473211	4.42096514298963e-06	0.0719346078938166	0.179130639959315
BMI	Sex-combined	12482_5_BPTF_BPTF	12482_5	BPTF	BPTF	428	IVW-MRE	0.144864019209397	0.0287226462091705	4.56980196329093e-07	0.0885676326394228	0.201160405779371
BMI	Sex-combined	12484_67_PITPNB_PIPNB	12484_67	PIPNB	PITPNB	428	IVW-MRE	0.116846068802123	0.0275169335321159	2.17297398101016e-05	0.0629128790791758	0.17077925852507
BMI	Sex-combined	12488_9_MCTS1_MCTS1	12488_9	MCTS1	MCTS1	428	IVW-MRE	0.24460176152614	0.0276100664608854	8.06257432134227e-19	0.190486031262805	0.298717491789475
BMI	Sex-combined	12503_5_GPR68_SPR1	12503_5	SPR1	GPR68	428	IVW-MRE	0.187621693903946	0.026454959050149	1.32074723705217e-12	0.135769974165654	0.239473413642238
BMI	Sex-combined	12507_16_ITPKC_IP3KC	12507_16	IP3KC	ITPKC	428	IVW-MRE	0.133179427976731	0.025159818797127	1.20103558501167e-07	0.0838661831343621	0.1824926728191
BMI	Sex-combined	12510_3_STAP1_STAP1	12510_3	STAP1	STAP1	428	IVW-MRE	0.204732738030979	0.0273281008930424	6.80098511488193e-14	0.151169660280616	0.258295815781342
BMI	Sex-combined	12511_83_SLC41A2_S41A2	12511_83	S41A2	SLC41A2	428	IVW-MRE	0.122496361147915	0.0255912568654317	1.69589143149548e-06	0.0723374976916689	0.172655224604161
BMI	Sex-combined	12516_13_TEAD4_TEAD4	12516_13	TEAD4	TEAD4	428	IVW-MRE	0.147695843327046	0.0252149637697753	4.69977346168959e-09	0.0982745143382864	0.197117172315806
BMI	Sex-combined	12518_289_PBRM1_PB1	12518_289	PB1	PBRM1	428	IVW-MRE	0.109372295255619	0.0254920653426139	1.78315729897151e-05	0.0594078471840958	0.159336743327142
BMI	Sex-combined	12527_50_THRA_THA	12527_50	THA	THRA	428	IVW-MRE	0.149500154252238	0.02608314201755	9.94423001962053e-09	0.09837719589784	0.200623112606636
BMI	Sex-combined	12528_40_WRNIP1_WRIP1	12528_40	WRIP1	WRNIP1	428	IVW-MRE	0.147167907210266	0.0257456609062373	1.08918576695384e-08	0.0967064118340409	0.197629402586491
BMI	Sex-combined	12530_14_CKS1B_CKS_1	12530_14	CKS_1	CKS1B	428	IVW-MRE	0.119337549029387	0.0264873555877828	6.62313408656513e-06	0.0674223320773327	0.171252765981441
BMI	Sex-combined	12533_135_CYTH2_CYH2	12533_135	CYH2	CYTH2	428	IVW-MRE	0.133140915277734	0.0268259307314482	6.93616746606086e-07	0.0805620910440955	0.185719739511372
BMI	Sex-combined	12534_10_CALCOCO2_CACO2	12534_10	CACO2	CALCOCO2	428	IVW-MRE	0.15491390788842	0.0273147508138491	1.4160408601706e-08	0.101376996293276	0.208450819483564
BMI	Sex-combined	12536_46_MTMR6_MTMR6	12536_46	MTMR6	MTMR6	428	IVW-MRE	0.11496186666159	0.0252877934393874	5.46385213342329e-06	0.0653977915203907	0.164525941802789
BMI	Sex-combined	12540_25_RHOG_RHOG	12540_25	RHOG	RHOG	428	IVW-MRE	0.160210965876993	0.0271837352112951	3.77795165310401e-09	0.106930844862855	0.213491086891131
BMI	Sex-combined	12553_5_VRK1_VRK1	12553_5	VRK1	VRK1	428	IVW-MRE	0.138468310852192	0.0255516597224061	5.9882613191171e-08	0.088387057796276	0.188549563908108
BMI	Sex-combined	12572_236_EFS_EFS	12572_236	EFS	EFS	428	IVW-MRE	0.236202562601016	0.0290283497468802	4.053217334345e-16	0.179306997097131	0.293098128104901
BMI	Sex-combined	12574_36_EDN2_Endothelin_2	12574_36	Endothelin_2	EDN2	428	IVW-MRE	0.162323406868171	0.0257778543630691	3.03441699234406e-10	0.111798812316556	0.212848001419786
