exposure	group	outcome	sequence_id	protein	gene	nsnp	method	b	se	pval	OR	lower_ci	upper_ci
18913_3_CDC2_p34_protein_kinase	Female	proximal	18913_3	p34_protein_kinase	CDC2	2	IVW-MRE	0.05618425	0.008957191	3.552263e-10	1.057793	1.039384	1.076527
19161_1_USP15_UBP15	Female	proximal	19161_1	UBP15	USP15	4	IVW-MRE	0.2542346	0.05265217	1.375179e-06	1.289474	1.163039	1.429655
19166_15_RPS19_RS19	Female	proximal	19166_15	RS19	RPS19	5	IVW-MRE	0.1571708	0.02603107	1.56212e-09	1.170196	1.111989	1.231449
19190_4_UBE2L6_UB2L6	Female	proximal	19190_4	UB2L6	UBE2L6	2	IVW-MRE	0.1842461	0.006691353	6.700351e-167	1.202312	1.186646	1.218184
19195_85_RPS5_RS5	Female	proximal	19195_85	RS5	RPS5	4	IVW-MRE	0.1945813	0.03122409	4.611978e-10	1.214802	1.142687	1.291469
19197_95_ACAT1_THIL	Female	proximal	19197_95	THIL	ACAT1	3	IVW-MRE	-0.2310021	0.03259819	1.376983e-12	0.7937378	0.7446101	0.8461068
19215_7_NDRG1_NDRG1	Female	proximal	19215_7	NDRG1	NDRG1	2	IVW-MRE	0.1938219	0.01708688	8.005537e-30	1.21388	1.1739	1.255222
19225_11_BLNK_BLNK	Female	proximal	19225_11	BLNK	BLNK	2	IVW-MRE	0.2908184	0.03501792	9.994988e-17	1.337522	1.2488	1.432546
19243_2_PFDN2_PFD2	Female	proximal	19243_2	PFD2	PFDN2	4	IVW-MRE	0.2706198	0.04378731	6.39696e-10	1.310777	1.202974	1.42824
19311_15_CRYGS_CRBS	Female	proximal	19311_15	CRBS	CRYGS	2	IVW-MRE	0.4415114	0.08723463	4.166392e-07	1.555056	1.310661	1.845022
19376_74_NNMT_NNMT	Female	proximal	19376_74	NNMT	NNMT	2	IVW-MRE	0.230045	0.04937177	3.170638e-06	1.258657	1.142566	1.386543
19467_3_RBKS_RBSK	Female	proximal	19467_3	RBSK	RBKS	2	IVW-MRE	0.1638466	0.001032525	0	1.178034	1.175652	1.18042
19563_3_SEZ6L_SEZ6L	Female	proximal	19563_3	SEZ6L	SEZ6L	5	IVW-MRE	0.3036425	0.05249826	7.300647e-09	1.354785	1.222314	1.501612
2447_7_PLA2G2E_GIIE	Female	proximal	2447_7	GIIE	PLA2G2E	2	IVW-MRE	0.2303908	0.05166287	8.214899e-06	1.259092	1.13784	1.393265
2614_28_EFNA4_Ephrin_A4	Female	proximal	2614_28	Ephrin_A4	EFNA4	2	IVW-MRE	0.3870277	0.03127737	3.611529e-35	1.472597	1.385033	1.565697
2618_10_ERBB4_ERBB4	Female	proximal	2618_10	ERBB4	ERBB4	4	IVW-MRE	0.3572092	0.08464961	2.444579e-05	1.429335	1.210818	1.687288
2732_58_NANOG_NANOG	Female	proximal	2732_58	NANOG	NANOG	2	IVW-MRE	0.3199248	0.01819763	3.470156e-69	1.377024	1.328775	1.427025
3040_59_CCL3_MIP_1a	Female	proximal	3040_59	MIP_1a	CCL3	3	IVW-MRE	-0.05298692	0.01100305	1.467166e-06	0.9483924	0.9281584	0.9690676
3202_28_KREMEN2_KREM2	Female	proximal	3202_28	KREM2	KREMEN2	2	IVW-MRE	0.2023255	0.007455338	3.475826e-162	1.224246	1.206487	1.242267
3363_31_CSK_CSK	Female	proximal	3363_31	CSK	CSK	2	IVW-MRE	0.6177719	0.124794	7.408572e-07	1.854791	1.45234	2.368763
3432_21_EPHA3_EPHA3	Female	proximal	3432_21	EPHA3	EPHA3	3	IVW-MRE	0.4969045	0.09069223	4.276888e-08	1.643626	1.375955	1.963368
3447_64_CXCL8_IL_8	Female	proximal	3447_64	IL_8	CXCL8	4	IVW-MRE	0.2923407	0.06279888	3.236816e-06	1.339559	1.184422	1.515017
3627_71_MMEL1_MMEL2	Female	proximal	3627_71	MMEL2	MMEL1	2	IVW-MRE	0.2690615	0.0328922	2.836063e-16	1.308736	1.227025	1.395887
3852_19_DNAJB1_HSP_40	Female	proximal	3852_19	HSP_40	DNAJB1	5	IVW-MRE	0.1914171	0.04518818	2.275372e-05	1.210964	1.108323	1.323111
3864_5_RPS7_RS7	Female	proximal	3864_5	RS7	RPS7	3	IVW-MRE	0.1771585	0.03902783	5.64453e-06	1.19382	1.105905	1.288725
3889_64_LMNB1_Lamin_B1	Female	proximal	3889_64	Lamin_B1	LMNB1	2	IVW-MRE	0.2885393	0.03144645	4.491644e-20	1.334477	1.25471	1.419315
3896_5_PGAM1_Phosphoglycerate_mutase_1	Female	proximal	3896_5	Phosphoglycerate_mutase_1	PGAM1	2	IVW-MRE	0.1647355	0.02775876	2.946692e-09	1.179081	1.116645	1.245009
4122_12_DDR1_discoidin_domain_receptor_1	Female	proximal	4122_12	discoidin_domain_receptor_1	DDR1	2	IVW-MRE	0.2689467	0.04909687	4.304557e-08	1.308585	1.188529	1.440768
4137_57_IL25_IL_17E	Female	proximal	4137_57	IL_17E	IL25	2	IVW-MRE	-0.1545881	0.01727431	3.5866e-19	0.856768	0.8282455	0.8862728
4184_43_EIF4EBP2_4EBP2	Female	proximal	4184_43	4EBP2	EIF4EBP2	2	IVW-MRE	-0.1713161	0.01758616	2.005176e-22	0.8425552	0.8140081	0.8721035
4541_49_CDON_CDON	Female	proximal	4541_49	CDON	CDON	7	IVW-MRE	-0.07873306	0.01850276	2.088573e-05	0.9242866	0.8913675	0.9584215
4708_3_HSD17B1_17_beta_HSD_1	Female	proximal	4708_3	17_beta_HSD_1	HSD17B1	2	IVW-MRE	0.2452668	0.0520327	2.432521e-06	1.277962	1.154056	1.415172
4717_55_IL3_IL_3	Female	proximal	4717_55	IL_3	IL3	2	IVW-MRE	0.291337	0.007036123	0	1.338216	1.319887	1.356798
4911_49_GSTP1_Glutathione_S_transferase_Pi	Female	proximal	4911_49	Glutathione_S_transferase_Pi	GSTP1	2	IVW-MRE	-0.2374494	0.05467828	1.407652e-05	0.7886368	0.7084904	0.8778496
5009_11_MSN_Moesin	Female	proximal	5009_11	Moesin	MSN	2	IVW-MRE	0.4219205	0.06712883	3.273566e-10	1.524887	1.336893	1.739318
5031_10_SPTAN1_SPTA2	Female	proximal	5031_10	SPTA2	SPTAN1	2	IVW-MRE	0.263038	0.04987768	1.33728e-07	1.300876	1.179721	1.434474
5035_7_TYMS_TS	Female	proximal	5035_7	TS	TYMS	3	IVW-MRE	0.4279079	0.05666599	4.305837e-14	1.534045	1.372786	1.714246
5098_79_KLRF1_KLRF1	Female	proximal	5098_79	KLRF1	KLRF1	2	IVW-MRE	0.2459966	0.03328946	1.472426e-13	1.278895	1.198115	1.365122
5352_11_TNFRSF14_HVEM	Female	proximal	5352_11	HVEM	TNFRSF14	2	IVW-MRE	0.2405777	0.04627884	2.009704e-07	1.271984	1.161685	1.392756
5355_69_TNFSF14_LIGHT	Female	proximal	5355_69	LIGHT	TNFSF14	2	IVW-MRE	-0.3220646	0.006846632	0	0.7246514	0.714992	0.7344413
5464_52_GRB2_GRB2_adapter_protein	Female	proximal	5464_52	GRB2_adapter_protein	GRB2	2	IVW-MRE	0.4069535	0.0195719	5.035311e-96	1.502234	1.445698	1.560981
5484_63_RPS3A_RS3A	Female	proximal	5484_63	RS3A	RPS3A	4	IVW-MRE	0.2042181	0.04119811	7.159831e-07	1.226566	1.131416	1.329717
5490_53_SPOCK1_Testican_1	Female	proximal	5490_53	Testican_1	SPOCK1	2	IVW-MRE	0.2881092	0.03603675	1.297085e-15	1.333903	1.242937	1.431526
5610_32_FAM171A1_CJ038	Female	proximal	5610_32	CJ038	FAM171A1	5	IVW-MRE	0.3433284	0.07595973	6.187635e-06	1.409632	1.21464	1.635927
5611_56_DEFB108B_D108B	Female	proximal	5611_56	D108B	DEFB108B	2	IVW-MRE	0.3958271	0.02467264	6.382533e-58	1.485612	1.41548	1.55922
5612_16_HINT2_HINT2	Female	proximal	5612_16	HINT2	HINT2	2	IVW-MRE	0.2680288	0.02606379	8.357363e-25	1.307385	1.242274	1.375908
5615_62_FAM172A_F172A	Female	proximal	5615_62	F172A	FAM172A	2	IVW-MRE	0.3759877	0.03955302	1.98295e-21	1.456429	1.347787	1.573829
5657_28_ST3GAL1_SIA4A	Female	proximal	5657_28	SIA4A	ST3GAL1	7	IVW-MRE	-0.1890351	0.01988146	1.941578e-21	0.8277575	0.7961221	0.8606499
5679_16_DEFB103A_HBD_3	Female	proximal	5679_16	HBD_3	DEFB103A	2	IVW-MRE	0.3143802	0.06228686	4.481087e-07	1.36941	1.212032	1.547224
5727_35_B3GALTL_B3GLT	Female	proximal	5727_35	B3GLT	B3GALTL	2	IVW-MRE	0.1233928	0.01281673	6.121314e-22	1.131329	1.103263	1.160109
5764_4_GALNT2_GALT2	Female	proximal	5764_4	GALT2	GALNT2	2	IVW-MRE	0.3194731	0.04113461	8.0667e-15	1.376402	1.269787	1.491969
5822_22_GDNF_GDNF	Female	proximal	5822_22	GDNF	GDNF	3	IVW-MRE	0.6250571	0.1246467	5.313567e-07	1.868353	1.463381	2.385395
5879_51_DCTN2_Dynactin_subunit_2	Female	proximal	5879_51	Dynactin_subunit_2	DCTN2	2	IVW-MRE	0.4085938	0.01900706	1.662577e-102	1.5047	1.449676	1.561813
6219_14_PDZD11_PDZ11	Female	proximal	6219_14	PDZ11	PDZD11	3	IVW-MRE	0.3625058	0.05786162	3.727122e-10	1.436926	1.282866	1.609485
6226_69_EFHA1_EFHA1	Female	proximal	6226_69	EFHA1	EFHA1	2	IVW-MRE	0.3826498	0.05013447	2.302992e-14	1.466164	1.328946	1.617551
6240_70_RSPO1_RSPO1	Female	proximal	6240_70	RSPO1	RSPO1	2	IVW-MRE	0.3017037	0.03352084	2.247308e-19	1.352161	1.266178	1.443982
6315_58_PLBD1_PLBL1	Female	proximal	6315_58	PLBL1	PLBD1	2	IVW-MRE	-0.4195579	0.02186854	4.895919e-82	0.6573373	0.6297576	0.6861249
6407_63_LAD1_LAD1	Female	proximal	6407_63	LAD1	LAD1	2	IVW-MRE	0.3586503	0.03455195	3.05683e-25	1.431396	1.337669	1.531691
6493_9_CPZ_CBPZ	Female	proximal	6493_9	CBPZ	CPZ	2	IVW-MRE	0.3857826	0.09062517	2.072775e-05	1.470765	1.231407	1.756649
6497_10_RS1_XLRS1	Female	proximal	6497_10	XLRS1	RS1	2	IVW-MRE	0.262114	0.03488924	5.790047e-14	1.299675	1.21377	1.391659
6647_55_UBC_PolyUbiquitin_K63	Female	proximal	6647_55	PolyUbiquitin_K63	UBC	2	IVW-MRE	-0.401842	0.05927193	1.204812e-11	0.6690865	0.5957019	0.7515113
7006_4_COL25A1_COPA1	Female	proximal	7006_4	COPA1	COL25A1	2	IVW-MRE	0.2300089	0.02399864	9.313387e-22	1.258611	1.20078	1.319227
7153_66_NGRN_NGRN	Female	proximal	7153_66	NGRN	NGRN	2	IVW-MRE	0.2912729	0.02765253	6.065883e-26	1.33813	1.267535	1.412656
7246_4_FREM2_FREM2	Female	proximal	7246_4	FREM2	FREM2	2	IVW-MRE	0.1845107	0.02591271	1.075613e-12	1.20263	1.143075	1.265288
7782_34_EDDM3B_EP3B	Female	proximal	7782_34	EP3B	EDDM3B	2	IVW-MRE	-0.8519872	0.1141227	8.296118e-14	0.4265664	0.34107	0.5334944
7815_49_IGFBPL1_IBPL1	Female	proximal	7815_49	IBPL1	IGFBPL1	2	IVW-MRE	0.2354727	0.05551577	2.219859e-05	1.265507	1.135033	1.410979
7932_23_SYT8_SYT8	Female	proximal	7932_23	SYT8	SYT8	3	IVW-MRE	0.2060207	0.01724588	6.806063e-33	1.228779	1.187938	1.271024
7960_53_POTEG_POTEG	Female	proximal	7960_53	POTEG	POTEG	3	IVW-MRE	0.2649792	0.04603477	8.609606e-09	1.303404	1.19095	1.426476
7997_118_DOC2B_DOC2B	Female	proximal	7997_118	DOC2B	DOC2B	2	IVW-MRE	-0.1810962	0.02178846	9.444768e-17	0.8343551	0.7994738	0.8707583
8038_41_NSDHL_NSDHL	Female	proximal	8038_41	NSDHL	NSDHL	5	IVW-MRE	-0.1663561	0.03415644	1.113626e-06	0.8467446	0.7919138	0.9053719
8089_173_NR4A1_NR4A1	Female	proximal	8089_173	NR4A1	NR4A1	2	IVW-MRE	0.2275122	0.02427254	7.034193e-21	1.255473	1.197143	1.316644
8321_27_ZNF843_ZN843	Female	proximal	8321_27	ZN843	ZNF843	3	IVW-MRE	0.316956	0.04132838	1.730578e-14	1.372942	1.266114	1.488784
8357_43_SULT4A1_ST4A1	Female	proximal	8357_43	ST4A1	SULT4A1	2	IVW-MRE	0.4107693	0.0495908	1.199343e-16	1.507977	1.368303	1.66191
8386_11_PATE1_PATE	Female	proximal	8386_11	PATE	PATE1	2	IVW-MRE	0.366016	0.02536521	3.358482e-47	1.441978	1.372042	1.515479
8485_7_KEAP1_KEAP1	Female	proximal	8485_7	KEAP1	KEAP1	2	IVW-MRE	0.294349	0.02227372	7.18066e-40	1.342252	1.284915	1.402148
8520_8_ADAM30_ADA30	Female	proximal	8520_8	ADA30	ADAM30	2	IVW-MRE	0.3632075	0.01604109	1.660367e-113	1.437934	1.393428	1.483862
8749_194_CD1D_CD1D	Female	proximal	8749_194	CD1D	CD1D	2	IVW-MRE	0.306353	0.05986445	3.09703e-07	1.358462	1.208064	1.527584
8838_10_CASC4_CASC4	Female	proximal	8838_10	CASC4	CASC4	2	IVW-MRE	-0.1417023	0.03388262	2.887625e-05	0.8678796	0.8121159	0.9274723
8858_21_BATF3_BATF3	Female	proximal	8858_21	BATF3	BATF3	2	IVW-MRE	0.08755293	0.01886853	3.481436e-06	1.0915	1.051871	1.132622
8894_80_HNRNPAB_hnRNP_A_B	Female	proximal	8894_80	hnRNP_A_B	HNRNPAB	3	IVW-MRE	0.2406518	0.03599759	2.305784e-11	1.272078	1.185419	1.365072
8899_75_UGT1A8_UD18	Female	proximal	8899_75	UD18	UGT1A8	3	IVW-MRE	0.4443584	0.08960128	7.07526e-07	1.559489	1.308315	1.858885
8932_1_ENTPD6_ENTP6	Female	proximal	8932_1	ENTP6	ENTPD6	3	IVW-MRE	0.2012641	0.01990104	4.826054e-24	1.222948	1.176164	1.271593
9030_56_C17orf89_CQ089	Female	proximal	9030_56	CQ089	C17orf89	2	IVW-MRE	0.2757477	0.03782686	3.105734e-13	1.317515	1.223367	1.418909
9123_18_DOS_DOS	Female	proximal	9123_18	DOS	DOS	2	IVW-MRE	0.231977	0.01360975	3.813306e-65	1.261091	1.227896	1.295183
9234_8_TWSG1_TWSG1	Female	proximal	9234_8	TWSG1	TWSG1	6	IVW-MRE	0.2731175	0.05783638	2.33256e-06	1.314055	1.173227	1.471786
9255_5_IL17C_IL_17C	Female	proximal	9255_5	IL_17C	IL17C	2	IVW-MRE	0.175601	0.03927021	7.763324e-06	1.191962	1.103659	1.28733
9287_6_SPR_SPRE	Female	proximal	9287_6	SPRE	SPR	2	IVW-MRE	0.2139689	0.01576229	5.655178e-42	1.238584	1.200904	1.277446
9332_6_DEFB136_DB136	Female	proximal	9332_6	DB136	DEFB136	2	IVW-MRE	0.3265867	0.04577442	9.699966e-13	1.386228	1.267275	1.516348
9532_5_WBP1L_WBP1L	Female	proximal	9532_5	WBP1L	WBP1L	2	IVW-MRE	0.221148	0.04680607	2.303732e-06	1.247508	1.138155	1.367368
9543_131_COG8_COG8	Female	proximal	9543_131	COG8	COG8	2	IVW-MRE	0.5482349	0.07459632	1.991654e-13	1.730196	1.49485	2.002595
9582_93_SUSD1_SUSD1	Female	proximal	9582_93	SUSD1	SUSD1	2	IVW-MRE	0.3094802	0.03938077	3.88257e-15	1.362717	1.26149	1.472065
9585_80_CLMP_ACAM	Female	proximal	9585_80	ACAM	CLMP	2	IVW-MRE	0.2863188	0.0310709	3.112321e-20	1.331517	1.252849	1.415125
9738_7_FAF2_FAF2	Female	proximal	9738_7	FAF2	FAF2	3	IVW-MRE	0.5831889	0.07565835	1.276154e-14	1.791743	1.544806	2.078153
9753_17_EZR_Ezrin	Female	proximal	9753_17	Ezrin	EZR	3	IVW-MRE	0.7065377	0.1401504	4.624255e-07	2.026961	1.540093	2.667742
9774_59_RNF150_RN150	Female	proximal	9774_59	RN150	RNF150	2	IVW-MRE	0.5984431	0.05223945	2.200022e-30	1.819284	1.642228	2.01543
10042_8_SGK3_SGK3	Female	rectal	10042_8	SGK3	SGK3	2	IVW-MRE	0.249972024137768	0.056437497083025	9.45905688310148e-06	1.28398949547205	1.14953157103026	1.43417463776571
10063_10_FANCL_FANCL	Female	rectal	10063_10	FANCL	FANCL	2	IVW-MRE	0.0862800081411389	0.00572016476590754	2.08000420709915e-51	1.0901115256762	1.07795797252405	1.10240210537111
10425_3_B4GALT5_B4GT5	Female	rectal	10425_3	B4GT5	B4GALT5	2	IVW-MRE	0.228287714998676	0.047921448158667	1.89990242348333e-06	1.2564467720144	1.14380643287352	1.38017976253152
10506_53_PGRMC2_PGRC2	Female	rectal	10506_53	PGRC2	PGRMC2	2	IVW-MRE	0.197720028464714	0.0295191471702797	2.11253039621991e-11	1.21862116681794	1.15011564709568	1.29120715118241
10553_8_TOR1AIP2_TOIP2	Female	rectal	10553_8	TOIP2	TOR1AIP2	2	IVW-MRE	0.132633138421141	0.0125323276830931	3.56261959397691e-26	1.1418310275499	1.11412548207479	1.17022554142436
10580_14_SFTA2_SFTA2	Female	rectal	10580_14	SFTA2	SFTA2	2	IVW-MRE	0.0684730693088632	0.0140900390454365	1.17576131159064e-06	1.07087178524535	1.04170270714383	1.10085763680004
10618_190_LRP2_megalin	Female	rectal	10618_190	megalin	LRP2	2	IVW-MRE	0.0688838187152979	0.00389236971767798	4.41134984643869e-70	1.07131173554398	1.06316974776735	1.07951607645387
10700_10_IGSF11_IGS11	Female	rectal	10700_10	IGS11	IGSF11	2	IVW-MRE	-0.2313140173403	0.00196154671880431	0	0.793490257209221	0.790445436374432	0.79654680679022
10842_7_GCNT4_GCNT4	Female	rectal	10842_7	GCNT4	GCNT4	3	IVW-MRE	0.17265196641361	0.0169308794861322	2.03525551383734e-24	1.18845241174351	1.14966137514739	1.22855230723732
11149_3_TLR1_TLR1	Female	rectal	11149_3	TLR1	TLR1	2	IVW-MRE	0.104546412898176	0.0213128170058392	9.32701195534516e-07	1.11020692059121	1.06478541603257	1.15756601092565
11179_7_TSSK1B_TSSK1	Female	rectal	11179_7	TSSK1	TSSK1B	2	IVW-MRE	0.923420080813525	0.159905711038731	7.70543283560168e-09	2.51788705812488	1.84044039331875	3.44469468312457
11289_31_CSNK1D_KC1D	Female	rectal	11289_31	KC1D	CSNK1D	2	IVW-MRE	0.154982205354562	0.0267527314641981	6.90842175611635e-09	1.16763718323058	1.107989211855	1.23049626934551
11402_17_KMT2C_KMT2C	Female	rectal	11402_17	KMT2C	KMT2C	2	IVW-MRE	0.0779108317369265	0.00757373903682232	8.06745578272636e-25	1.0810262611383	1.06509745628624	1.09719328534064
11448_34_GALK1_GALK1	Female	rectal	11448_34	GALK1	GALK1	3	IVW-MRE	0.130100064433198	0.0230269502005307	1.60537206495996e-08	1.13894234524298	1.08868140313258	1.1915236744699
11617_1_ITGAL_LFA_1_alpha_L_chain	Female	rectal	11617_1	LFA_1_alpha_L_chain	ITGAL	2	IVW-MRE	-0.799171536522659	0.0758433419741431	5.82463162392532e-26	0.449701370994752	0.387583299518263	0.521775121182771
11636_33_TAGLN2_Transgelin_2	Female	rectal	11636_33	Transgelin_2	TAGLN2	2	IVW-MRE	0.22019562334798	0.0289059412538713	2.58316250273459e-14	1.24632051613355	1.17767243581247	1.31897018364345
11667_29_TNS2_TENC1	Female	rectal	11667_29	TENC1	TNS2	2	IVW-MRE	0.194409244465071	0.0268590784591375	4.5494539870738e-13	1.21459324682302	1.15230634417488	1.28024701303231
12034_28_CAP1_CAP_1	Female	rectal	12034_28	CAP_1	CAP1	2	IVW-MRE	0.117319773137107	0.0141154366949089	9.45381675246068e-17	1.12447895036652	1.09379523682261	1.15602341942036
12449_16_PPIH_PPIH	Female	rectal	12449_16	PPIH	PPIH	2	IVW-MRE	0.277586169939253	0.00822158610439308	6.86914586522258e-250	1.31993985338044	1.29884039321471	1.34138207099474
12513_8_GLTP_GLTP	Female	rectal	12513_8	GLTP	GLTP	2	IVW-MRE	0.161093082552563	0.0279875135696366	8.61858933096463e-09	1.17479431657833	1.1120860277895	1.24103859933216
12636_113_SMYD2_SMYD2	Female	rectal	12636_113	SMYD2	SMYD2	2	IVW-MRE	0.3402132	0.03766247	1.666983e-19	1.405247	1.30525	1.512905
12692_56_DOT1L_DOT1L	Female	rectal	12692_56	DOT1L	DOT1L	2	IVW-MRE	0.296253	0.03785395	5.027919e-15	1.34481	1.248645	1.448381
12698_72_KPNA4_IMA4	Female	rectal	12698_72	IMA4	KPNA4	2	IVW-MRE	0.2108604	0.04302075	9.517299e-07	1.23474	1.134895	1.34337
12705_9_HERC1_HERC1	Female	rectal	12705_9	HERC1	HERC1	2	IVW-MRE	0.368057	0.08662029	2.146448e-05	1.444924	1.219305	1.712292
12779_30_PRDM4_PRDM4	Female	rectal	12779_30	PRDM4	PRDM4	2	IVW-MRE	0.1541874	0.01640313	5.462707e-21	1.16671	1.129796	1.204829
12801_33_IRF2_IRF2	Female	rectal	12801_33	IRF2	IRF2	2	IVW-MRE	0.7785164	0.1188249	5.68488e-11	2.178238	1.725677	2.749484
12867_40_DYNLT3_DYLT3	Female	rectal	12867_40	DYLT3	DYNLT3	2	IVW-MRE	0.07564909	0.01245208	1.238202e-09	1.078584	1.052579	1.105232
13451_2_FNDC4_FNDC4	Female	rectal	13451_2	FNDC4	FNDC4	2	IVW-MRE	0.07472898	0.007247959	6.327196e-25	1.077592	1.062392	1.09301
13481_24_TCEA2_TCEA2	Female	rectal	13481_24	TCEA2	TCEA2	2	IVW-MRE	0.1139731	0.02487803	4.621456e-06	1.120722	1.067386	1.176724
13503_19_ARL6IP5_PRAF3	Female	rectal	13503_19	PRAF3	ARL6IP5	2	IVW-MRE	0.003028113	0.0005802513	1.802579e-07	1.003033	1.001893	1.004174
13587_10_RACGAP1_RGAP1	Female	rectal	13587_10	RGAP1	RACGAP1	10	IVW-MRE	0.141443	0.03215124	1.085996e-05	1.151935	1.081584	1.226862
13963_7_TOLLIP_tollip	Female	rectal	13963_7	tollip	TOLLIP	2	IVW-MRE	0.9482106	0.1842929	2.673366e-07	2.581087	1.798578	3.704042
14157_21_YWHAE_14_3_3E	Female	rectal	14157_21	14_3_3E	YWHAE	2	IVW-MRE	0.1167008	0.01510802	1.123577e-14	1.123783	1.090994	1.157558
14192_31_PDCL2_PDCL2	Female	rectal	14192_31	PDCL2	PDCL2	2	IVW-MRE	0.16739	0.03060682	4.524751e-08	1.182215	1.11338	1.255306
14227_21_MYL6B_MYL6B	Female	rectal	14227_21	MYL6B	MYL6B	3	IVW-MRE	0.1571062	0.009305346	5.957186e-64	1.17012	1.148972	1.191657
14283_12_RAB14_RAB14	Female	rectal	14283_12	RAB14	RAB14	2	IVW-MRE	0.08087719	0.01534542	1.360938e-07	1.084238	1.052113	1.117344
14284_23_EIF2AK4_E2AK4	Female	rectal	14284_23	E2AK4	EIF2AK4	2	IVW-MRE	0.3689138	0.05115696	5.537552e-13	1.446163	1.308192	1.598685
14332_3_RALA_RALA	Female	rectal	14332_3	RALA	RALA	2	IVW-MRE	0.1143308	0.02742667	3.064748e-05	1.121123	1.062447	1.18304
14615_46_KRTAP2_4_KRA24	Female	rectal	14615_46	4_KRA24	KRTAP2	2	IVW-MRE	-0.4789318	0.04390119	1.040423e-27	0.6194448	0.5683726	0.6751061
15312_14_AGO1_AGO1	Female	rectal	15312_14	AGO1	AGO1	2	IVW-MRE	0.8693446	0.1773319	9.469238e-07	2.385347	1.685014	3.376755
15405_23_IFNA4_IFNA4	Female	rectal	15405_23	IFNA4	IFNA4	2	IVW-MRE	0.08872279	0.01833279	1.301217e-06	1.092778	1.054209	1.132758
16293_1_GHRH_Growth_hormone_releasing_factor	Female	rectal	16293_1	Growth_hormone_releasing_factor	GHRH	4	IVW-MRE	0.2749563	0.05226353	1.433058e-07	1.316473	1.188295	1.458477
16605_2_C1QTNF9_C1T9A	Female	rectal	16605_2	C1T9A	C1QTNF9	2	IVW-MRE	0.1051423	0.01070635	9.18382e-23	1.110869	1.087801	1.134426
16932_5_SULT1E1_SULT_1E	Female	rectal	16932_5	SULT_1E	SULT1E1	2	IVW-MRE	0.07117477	0.004250105	5.996492e-63	1.073769	1.064861	1.082751
17161_1_DDOST_OST48	Female	rectal	17161_1	OST48	DDOST	2	IVW-MRE	0.05917077	0.01199889	8.166178e-07	1.060956	1.036296	1.086204
17509_6_HPD_HPPD	Female	rectal	17509_6	HPPD	HPD	2	IVW-MRE	0.245268	0.03220051	2.598459e-14	1.277964	1.1998	1.36122
17797_1_CUL1_CUL1	Female	rectal	17797_1	CUL1	CUL1	2	IVW-MRE	0.05569273	0.00199621	2.726277e-171	1.057273	1.053144	1.061418
17827_53_DYNLRB2_DLRB2	Female	rectal	17827_53	DLRB2	DYNLRB2	2	IVW-MRE	0.1294853	0.02282937	1.412435e-08	1.138242	1.088434	1.19033
17850_42_KLF4_KLF4	Female	rectal	17850_42	KLF4	KLF4	2	IVW-MRE	0.09699362	0.002320373	0	1.101853	1.096854	1.106876
18170_46_PYCR1_P5CR1	Female	rectal	18170_46	P5CR1	PYCR1	2	IVW-MRE	0.1571861	0.02830983	2.818538e-08	1.170213	1.10705	1.236981
18177_49_NAE1_ULA1	Female	rectal	18177_49	ULA1	NAE1	2	IVW-MRE	0.05790792	0.006219802	1.275299e-20	1.059617	1.046778	1.072614
18398_1_AKR1D1_AK1D1	Female	rectal	18398_1	AK1D1	AKR1D1	2	IVW-MRE	-0.3080463	0.04424867	3.361705e-12	0.7348813	0.6738325	0.801461
18414_26_ARL5A_ARL5A	Female	rectal	18414_26	ARL5A	ARL5A	2	IVW-MRE	0.07674547	0.004863714	4.327074e-56	1.079767	1.069523	1.09011
18429_10_CDH1_Cadherin_E	Female	rectal	18429_10	Cadherin_E	CDH1	2	IVW-MRE	-0.2979516	0.03575404	7.857466e-17	0.7423373	0.6920968	0.7962248
18432_32_RALB_RALB	Female	rectal	18432_32	RALB	RALB	3	IVW-MRE	0.1086831	0.01992184	4.884225e-08	1.114809	1.072118	1.1592
18878_15_GREM1_GREM1	Female	rectal	18878_15	GREM1	GREM1	14	IVW-MRE	0.286241	0.05135888	2.498859e-08	1.331413	1.203914	1.472416
18904_23_CAMK4_KCC4	Female	rectal	18904_23	KCC4	CAMK4	2	IVW-MRE	0.09471798	0.004358501	1.027458e-104	1.099349	1.089997	1.10878
19123_6_NFKBID_IKBD	Female	rectal	19123_6	IKBD	NFKBID	2	IVW-MRE	0.07511883	0.001638304	0	1.078012	1.074556	1.081479
19170_25_POLE3_DPOE3	Female	rectal	19170_25	DPOE3	POLE3	3	IVW-MRE	0.07521958	0.01729906	1.372663e-05	1.078121	1.042179	1.115303
19273_3_GSR_Glutathione_reductase	Female	rectal	19273_3	Glutathione_reductase	GSR	6	IVW-MRE	0.2454107	0.05929039	3.48624e-05	1.278146	1.137919	1.435653
19286_30_MYL5_MLR5	Female	rectal	19286_30	MLR5	MYL5	2	IVW-MRE	0.2878681	0.06534335	1.055555e-05	1.333581	1.17327	1.515796
19357_11_VAMP7_VAMP7	Female	rectal	19357_11	VAMP7	VAMP7	2	IVW-MRE	-0.5092456	0.01746476	6.524281e-187	0.6009488	0.5807259	0.621876
19376_74_NNMT_NNMT	Female	rectal	19376_74	NNMT	NNMT	2	IVW-MRE	0.1471034	0.007465715	1.998071e-86	1.158474	1.141645	1.17555
